gene	gene_start	gene_end	CHROM	gene_length
2170	Ier5l	30471537	30474219	2	2682
2171	Gm14487	30534729	30539022	2	4293
2172	Cstad	30595040	30608943	2	13903
2173	9330198N18Rik	30629655	30689210	2	59555
2174	Gm14486	30658613	30678011	2	19398
2175	Gm14488	30713147	30720057	2	6910
2176	1700001O22Rik	30794769	30803635	2	8866
2177	4930527E20Rik	30803793	30807429	2	3636
2178	Ntmt1	30807826	30823033	2	15207
2179	Asb6	30823097	30830333	2	7236
2180	Prrx2	30834972	30881222	2	46250
2181	Ptges	30892296	30929863	2	37567
2182	Tor1b	30952959	30959015	2	6056
2183	Tor1a	30960627	30967933	2	7306
2184	BC005624	30972177	30981941	2	9764
2185	Usp20	30982279	31023586	2	41307
2186	Fnbp1	31026207	31142008	2	115801
2187	D330023K18Rik	31146457	31152291	2	5834
2188	Gpr107	31152316	31218775	2	66459
2189	Gm13405	31209470	31211347	2	1877
2190	Ncs1	31245823	31295989	2	50166
2191	Hmcn2	31314415	31460738	2	146323
2192	Ass1	31470207	31520672	2	50465
2193	Fubp3	31572651	31617526	2	44875
2194	Gm13425	31633453	31640589	2	7136
2195	Prdm12	31640037	31655795	2	15758
2196	Exosc2	31670715	31681349	2	10634
2197	Gm13427	31676364	31688469	2	12105
2198	Abl1	31688551	31803541	2	114990
2199	Qrfp	31806166	31810580	2	4414
2200	Fibcd1	31813290	31846005	2	32715
2201	Gm13441	31886934	31892417	2	5483
2202	Lamc3	31887344	31946539	2	59195
2203	Aif1l	31950139	31973442	2	23303
2204	Gm13442	31961690	31962547	2	857
2205	Nup214	31974436	32052371	2	77935
2206	Gm13609	32016644	32017344	2	700
2207	Fam78a	32050055	32084669	2	34614
2208	Gm16534	32050086	32064164	2	14078
2209	Plpp7	32095528	32110820	2	15292
2210	Prrc2b	32151082	32234537	2	83455
2211	Gm13610	32232782	32236382	2	3600
2212	Pomt1	32236590	32255005	2	18415
2213	Uck1	32255002	32260159	2	5157
2214	Swi5	32278816	32288075	2	9259
2215	Golga2	32288253	32307921	2	19668
2216	Dnm1	32308471	32353338	2	44867
2217	Ciz1	32352327	32378297	2	25970
2218	1110008P14Rik	32377097	32381862	2	4765
2219	Lcn2	32384633	32387797	2	3164
2220	Ptges2	32395896	32405772	2	9876
2221	Slc25a25	32414490	32451445	2	36955
2222	Naif1	32450457	32456953	2	6496
2223	Gm13412	32525031	32527990	2	2959
2224	Fam102a	32535332	32569750	2	34418
2225	Dpm2	32570858	32573579	2	2721
2226	9430097D07Rik	32574184	32575684	2	1500
2227	Pip5kl1	32575718	32583782	2	8064
2228	St6galnac4	32587095	32599698	2	12603
2229	St6galnac6	32599709	32619529	2	19820
2230	Ak1	32621758	32635058	2	13300
2231	Eng	32646595	32682658	2	36063
2232	Fpgs	32686849	32704137	2	17288
2233	Cdk9	32707438	32712784	2	5346
2234	Sh2d3c	32721055	32754994	2	33939
2235	6330409D20Rik	32732620	32741016	2	8396
2236	Ttc16	32757026	32775383	2	18357
2237	Tor2a	32757234	32762244	2	5010
2238	Ptrh1	32775786	32777597	2	1811
2239	Cfap157	32777381	32784428	2	7047
2240	Stxbp1	32787602	32847245	2	59643
2241	Gm13524	32846186	32848168	2	1982
2242	Gm13523	32873755	32876001	2	2246
2243	Fam129b	32876114	32925254	2	49140
2244	Lrsam1	32925220	32961614	2	36394
2245	Rpl12	32961720	32965345	2	3625
2246	Slc2a8	32972990	32982082	2	9092
2247	Garnl3	32986374	33131436	2	145062
2248	Ralgps1	33133421	33371486	2	238065
2249	Gm13528	33177902	33181881	2	3979
2250	Angptl2	33216069	33247717	2	31648
2251	Zbtb34	33406108	33431324	2	25216
2252	Gm13536	33446802	33449207	2	2405
2253	Zbtb43	33450287	33468532	2	18245
2254	Gm13530	33489782	33503632	2	13850
2255	Lmx1b	33560965	33640511	2	79546
2256	C130021I20Rik	33641331	33646354	2	5023
2257	9430024E24Rik	33716361	33718899	2	2538
2258	Mvb12b	33729953	33887946	2	157993
2259	Nron	33805816	33813591	2	7775
2260	Gm13403	33935788	33942113	2	6325
2261	Gm13404	33978246	33980324	2	2078
2262	C230014O12Rik	34018289	34107729	2	89440
2263	Gm38389	34097397	34111444	2	14047
2264	Pbx3	34171457	34372038	2	200581
2265	C79798	34287771	34304440	2	16669
2266	Mapkap1	34407183	34624949	2	217766
2267	Gapvd1	34674594	34755232	2	80638
2268	Hspa5	34771970	34777547	2	5577
2269	Rabepk	34777556	34799912	2	22356
2270	Fbxw2	34805339	34826235	2	20896
2271	Gm34653	34833007	34839728	2	6721
2272	Psmd5	34849734	34870962	2	21228
2273	Cutal	34874396	34892059	2	17663
2274	Phf19	34893757	34913976	2	20219
2275	Gm13448	34912871	34916014	2	3143
2276	Traf1	34943258	34961772	2	18514
2277	Hc	34983331	35061438	2	78107
2278	Gm13449	34993973	35013446	2	19473
2279	AI182371	35081861	35100689	2	18828
2280	Cntrl	35109492	35178822	2	69330
2281	Rab14	35180205	35201120	2	20915
2282	Gm13605	35224533	35226685	2	2152
2283	Gsn	35256380	35307890	2	51510
2284	Stom	35313986	35336976	2	22990
2285	4930568D16Rik	35354218	35367729	2	13511
2286	4930402F06Rik	35375562	35397175	2	21613
2287	Ggta1	35400183	35461449	2	61266
2288	Gm35202	35503531	35506090	2	2559
2289	Gm13446	35549538	35558702	2	9164
2290	Dab2ip	35558266	35730994	2	172728
2291	Ttll11	35751241	35979624	2	228383
2292	9030204H09Rik	35819190	35823385	2	4195
2293	Ndufa8	36036326	36049406	2	13080
2294	Morn5	36049458	36079718	2	30260
2295	Lhx6	36081953	36105408	2	23455
2296	Rbm18	36116079	36136773	2	20694
2297	Mrrf	36136389	36190647	2	54258
2298	Gm13429	36202822	36212903	2	10081
2299	Gm13431	36216825	36222934	2	6109
2300	Ptgs1	36230426	36252272	2	21846
2301	Olfr338	36373519	36382433	2	8914
2302	Olfr339	36418947	36426123	2	7176
2303	Olfr340	36452587	36453525	2	938
2304	Olfr341	36473721	36482468	2	8747
2305	Olfr342	36524998	36530790	2	5792
2306	Olfr344	36566662	36576178	2	9516
2307	Olfr345	36640041	36640976	2	935
2308	Olfr346	36685788	36691293	2	5505
2309	Olfr347	36731902	36737640	2	5738
2310	Olfr348	36784276	36789998	2	5722
2311	Olfr50	36790538	36797392	2	6854
2312	Olfr3	36811492	36817032	2	5540
2313	Olfr350	36846310	36851702	2	5392
2314	Olfr351	36857539	36862660	2	5121
2315	Olfr352	36868460	36872785	2	4325
2316	Olfr353	36887293	36892936	2	5643
2317	Olfr354	36905680	36916038	2	10358
2318	Olfr355	36925190	36928897	2	3707
2319	Olfr356	36937121	36938068	2	947
2320	Olfr357	36993827	37001847	2	8020
2321	Olfr358	37002163	37009335	2	7172
2322	Olfr360	37065746	37069651	2	3905
2323	Olfr361	37083736	37089290	2	5554
2324	Olfr362	37101706	37117783	2	16077
2325	Olfr364-ps1	37139327	37148585	2	9258
2326	Olfr365	37188198	37206019	2	17821
2327	Olfr366	37211574	37224506	2	12932
2328	Olfr368	37326515	37332772	2	6257
2329	Pdcl	37350074	37359332	2	9258
2330	Rc3h2	37370069	37422903	2	52834
2331	Zbtb6	37425503	37443171	2	17668
2332	Zbtb26	37432168	37443121	2	10953
2333	Rabgap1	37443285	37566437	2	123152
2334	Strbp	37483228	37647219	2	163991
2335	Gpr21	37516626	37520603	2	3977
2336	Crb2	37776249	37799103	2	22854
2337	Dennd1a	37798991	38287375	2	488384
2338	Gm13556	38285307	38287291	2	1984
2339	Lhx2	38339281	38369199	2	29918
2340	Gm27197	38347357	38348316	2	959
2341	Gm13584	38359580	38363980	2	4400
2342	Gm13589	38424002	38455851	2	31849
2343	Nek6	38511643	38594606	2	82963
2344	Psmb7	38588036	38644087	2	56051
2345	Gm13587	38672537	38676552	2	4015
2346	Nr5a1	38692660	38714542	2	21882
2347	Nr5a1os	38712676	38720638	2	7962
2348	Nr6a1	38723370	38927688	2	204318
2349	Nr6a1os	38823341	38852370	2	29029
2350	Olfml2a	38931978	38963753	2	31775
2351	Gm13496	38996713	38998258	2	1545
2352	Wdr38	38997476	39006168	2	8692
2353	Rpl35	39001580	39005624	2	4044
2354	Arpc5l	39005348	39015326	2	9978
2355	Golga1	39016155	39065541	2	49386
2356	Scai	39066214	39190734	2	124520
2357	Ppp6c	39194354	39226451	2	32097
2358	Lrp1b	40595248	42653624	2	2058376
2359	Kynu	43555329	43682715	2	127386
2360	Arhgap15	43748824	44395953	2	647129
2361	Arhgap15os	44059238	44065324	2	6086
2362	Gtdc1	44575478	44927161	2	351683
2363	Zeb2	44983632	45117395	2	133763
2364	Zeb2os	45110707	45114087	2	3380
2365	Gm28643	45156925	45168467	2	11542
2366	Gm13479	45357265	45404035	2	46770
2367	1700019E08Rik	45696605	45698447	2	1842
2368	Gm13465	45733457	45753311	2	19854
2369	Gm13467	45747803	45751684	2	3881
2370	Gm13470	46419535	46442710	2	23175
2371	Gm13481	48062548	48457245	2	394697
2372	Acvr2a	48814109	48903269	2	89160
2373	Orc4	48902824	48949276	2	46452
2374	Mbd5	48949523	49316972	2	367449
2375	Epc2	49451486	49551948	2	100462
2376	Kif5c	49619298	49774778	2	155480
2377	Lypd6b	49787688	49948849	2	161161
2378	Gm13480	49805976	49812948	2	6972
2379	Lypd6	50066429	50193569	2	127140
2380	Mmadhc	50279881	50296717	2	16836
2381	Gm13483	50296865	50433967	2	137102
2382	Gm48908	50380400	50412610	2	32210
2383	Gm13485	50547914	50552258	2	4344
2384	Rnd3	51130438	51149111	2	18673
2385	Gm28639	51219382	51219862	2	480
2386	Gm13497	51241831	51295945	2	54114
2387	Gm13499	51363572	51365499	2	1927
2388	1700057H21Rik	51420984	51438785	2	17801
2389	Tas2r134	51627511	51628408	2	897
2390	Gm13490	51656966	51732009	2	75043
2391	Rbm43	51924448	51935163	2	10715
2392	Nmi	51948487	51973224	2	24737
2393	Tnfaip6	52038009	52056686	2	18677
2394	Rif1	52072832	52122383	2	49551
2395	Neb	52136647	52338798	2	202151
2396	Gm13522	52367063	52390307	2	23244
2397	Arl5a	52397951	52424901	2	26950
2398	A430018G15Rik	52425012	52434885	2	9873
2399	Cacnb4	52428325	52676831	2	248506
2400	Stam2	52691664	52742200	2	50536
2401	Fmnl2	52857860	53133804	2	275944
2402	Prpf40a	53134704	53191225	2	56521
2403	Arl6ip6	53192088	53219220	2	27132
2404	Rprm	54084093	54085552	2	1459
2405	Galnt13	54436317	55118309	2	681992
2406	Gm14033	55411815	55433435	2	21620
2407	Kcnj3	55435970	55598145	2	162175
2408	Nr4a2	57106830	57124003	2	17173
2409	BB557941	57127479	57181754	2	54275
2410	4930555B11Rik	57181831	57188257	2	6426
2411	A930012O16Rik	57236227	57238508	2	2281
2412	Gpd2	57237678	57370719	2	133041
2413	Gm33594	57982192	57986017	2	3825
2414	Galnt5	57997884	58045860	2	47976
2415	Ermn	58045113	58052864	2	7751
2416	Cytip	58133849	58195517	2	61668
2417	Gm13546	58164001	58177063	2	13062
2418	Acvr1c	58267453	58357895	2	90442
2419	Gm13544	58276779	58286902	2	10123
2420	Acvr1	58388644	58516272	2	127628
2421	Upp2	58567387	58792971	2	225584
2422	Gm13558	58705769	58735396	2	29627
2423	Ccdc148	58821070	59160663	2	339593
2424	Gm11099	58859434	58907618	2	48184
2425	Pkp4	59160850	59355205	2	194355
2426	5330411J11Rik	59382502	59386682	2	4180
2427	Dapl1	59484653	59505020	2	20367
2428	Tanc1	59612044	59846149	2	234105
2429	Wdsub1	59852364	59882584	2	30220
2430	Baz2b	59899363	60125697	2	226334
2431	Gm13572	60037141	60038837	2	1696
2432	Gm13620	60125096	60125819	2	723
2433	March7	60209913	60250676	2	40763
2434	Cd302	60251993	60284488	2	32495
2435	Ly75	60292103	60383303	2	91200
2436	Gm13571	60338188	60371234	2	33046
2437	Gm13580	60411525	60412579	2	1054
2438	Pla2r1	60417543	60553308	2	135765
2439	Gm13583	60550757	60553923	2	3166
2440	Itgb6	60600231	60722643	2	122412
2441	Rbms1	60750193	60963192	2	212999
2442	Gm13582	60964376	60975151	2	10775
2443	Tank	61578585	61654171	2	75586
2444	Psmd14	61711694	61800376	2	88682
2445	Tbr1	61804453	61814114	2	9661
2446	Slc4a10	62046462	62326730	2	280268
2447	Dpp4	62330073	62412231	2	82158
2448	Gm13561	62357071	62470913	2	113842
2449	Gm13565	62436880	62441142	2	4262
2450	Gm13564	62452936	62456648	2	3712
2451	Gcg	62474530	62483650	2	9120
2452	Fap	62500943	62574075	2	73132
2453	Ifih1	62595798	62646211	2	50413
2454	Gca	62664285	62694109	2	29824
2455	Kcnh7	62693414	63184278	2	490864
2456	Gm13569	62809187	62810698	2	1511
2457	Fign	63971507	64098012	2	126505
2458	Gm13575	64382602	64393860	2	11258
2459	Grb14	64912476	65022782	2	110306
2460	Cobll1	65088350	65238721	2	150371
2461	Gm13594	65238756	65239675	2	919
2462	Slc38a11	65316633	65364026	2	47393
2463	Scn3a	65457118	65567492	2	110374
2464	Gm13595	65509265	65512605	2	3340
2465	Scn2a	65620771	65767447	2	146676
2466	Csrnp3	65845767	66031546	2	185779
2467	Gm13619	65852408	65860619	2	8211
2468	Gm13617	65944299	65954070	2	9771
2469	Galnt3	66082766	66124994	2	42228
2470	Gm28638	66125317	66175250	2	49933
2471	Ttc21b	66184327	66256617	2	72290
2472	Gm13618	66187836	66192813	2	4977
2473	Scn1a	66270782	66440837	2	170055
2474	Gm13630	66409494	66421588	2	12094
2475	Gm13629	66440880	66546026	2	105146
2476	Scn9a	66480080	66634952	2	154872
2477	Scn7a	66673425	66784914	2	111489
2478	Gm13598	67157646	67194735	2	37089
2479	Xirp2	67173834	67526615	2	352781
2480	Gm13599	67309659	67396491	2	86832
2481	Gm21830	67413725	67433086	2	19361
2482	Gm13601	67491044	67516525	2	25481
2483	Gm26743	67677031	67687282	2	10251
2484	B3galt1	67748212	68118150	2	369938
2485	Stk39	68210445	68472268	2	261823
2486	Gm13596	68476082	68477752	2	1670
2487	Gm49462	68566992	68568555	2	1563
2488	Gm36002	68578602	68582260	2	3658
2489	4933409G03Rik	68582413	68616463	2	34050
2490	4932414N04Rik	68657884	68748467	2	90583
2491	Gm36231	68820311	68845252	2	24941
2492	Cers6	68861441	69114282	2	252841
2493	Nostrin	69135800	69189330	2	53530
2494	Spc25	69193895	69206194	2	12299
2495	G6pc2	69211073	69226684	2	15611
2496	Abcb11	69238282	69342614	2	104332
2497	Gm13613	69248307	69272491	2	24184
2498	Dhrs9	69380445	69404533	2	24088
2499	Lrp2	69424340	69586065	2	161725
2500	Bbs5	69647208	69667571	2	20363
2501	Klhl41	69670120	69684230	2	14110
2502	Fastkd1	69686815	69712606	2	25791
2503	Ppig	69722805	69754012	2	31207
2504	Ccdc173	69758033	69789575	2	31542
2505	Phospho2	69789712	69800005	2	10293
2506	Klhl23	69822370	69836651	2	14281
2507	Ssb	69861562	69871846	2	10284
2508	Mettl5	69871198	69885615	2	14417
2509	Gm13625	69871412	69872202	2	790
2510	Mettl5os	69885728	69888155	2	2427
2511	Ubr3	69897246	70024013	2	126767
2512	Gm13631	70038911	70042406	2	3495
2513	Myo3b	70039126	70429195	2	390069
2514	Sp5	70474923	70477729	2	2806
2515	Gad1os	70489940	70563357	2	73417
2516	Erich2os	70503433	70509199	2	5766
2517	Erich2	70508819	70540884	2	32065
2518	Gad1	70562042	70602014	2	39972
2519	Gm26558	70661149	70662109	2	960
2520	Gorasp2	70661576	70712636	2	51060
2521	Tlk1	70712407	70825728	2	113321
2522	Gm13632	70877829	70884408	2	6579
2523	Mettl8	70964561	71055583	2	91022
2524	Dcaf17	71055781	71099142	2	43361
2525	Cybrd1	71117923	71142926	2	25003
2526	Dync1i2	71211706	71263298	2	51592
2527	Slc25a12	71271063	71367749	2	96686
2528	Hat1	71388958	71441622	2	52664
2529	Metap1d	71453276	71525191	2	71915
2530	Dlx1as	71516454	71527919	2	11465
2531	Dlx1	71528113	71533980	2	5867
2532	Dlx2	71543408	71546754	2	3346
2533	Platr26	71719417	71730966	2	11549
2534	Gm13647	71737815	71745397	2	7582
2535	Itga6	71745616	71820254	2	74638
2536	Gm13663	71747507	71750200	2	2693
2537	Gm13662	71749925	71759801	2	9876
2538	Pdk1	71873224	71903858	2	30634
2539	Gm13746	71956053	71957368	2	1315
2540	Rapgef4	71981240	72257474	2	276234
2541	Rapgef4os1	72097603	72148796	2	51193
2542	Rapgef4os2	72224688	72232302	2	7614
2543	Rapgef4os3	72244965	72248975	2	4010
2544	Map3k20	72285637	72442610	2	156973
2545	Cdca7	72476159	72486893	2	10734
2546	8430437L04Rik	72703510	72729468	2	25958
2547	6430710C18Rik	72745846	72813672	2	67826
2548	Sp3	72936427	72980446	2	44019
2549	Gm11084	72971548	72986716	2	15168
2550	Sp3os	72979424	72988677	2	9253
2551	Ola1	73092801	73214447	2	121646
2552	Sp9	73271966	73284706	2	12740
2553	Cir1	73283105	73312701	2	29596
2554	Scrn3	73312601	73337818	2	25217
2555	Gpr155	73341506	73386572	2	45066
2556	Gm13703	73357268	73364333	2	7065
2557	Gm13709	73370909	73379297	2	8388
2558	D230022J07Rik	73386970	73420498	2	33528
2559	Gm13707	73421909	73429142	2	7233
2560	Wipf1	73429610	73529734	2	100124
2561	Gm13708	73459705	73477602	2	17897
2562	Chrna1	73563215	73580338	2	17123
2563	Chrna1os	73584860	73589208	2	4348
2564	Chn1os3	73596526	73616012	2	19486
2565	Chn1	73610660	73775346	2	164686
2566	Chn1os1	73658270	73660263	2	1993
2567	Atf2	73816509	73892639	2	76130
2568	Atp5g3	73908447	73911326	2	2879
2569	A630050E04Rik	74100924	74102342	2	1418
2570	Gm28640	74130181	74130730	2	549
2571	Gm13667	74135757	74150834	2	15077
2572	4930441J16Rik	74298940	74307717	2	8777
2573	Lnpk	74520291	74578948	2	58657
2574	4930445N08Rik	74579076	74584544	2	5468
2575	Evx2	74652991	74659557	2	6566
2576	Hoxd13	74668310	74671599	2	3289
2577	Hoxd12	74675013	74677705	2	2692
2578	Hoxd11	74679557	74687016	2	7459
2579	Hoxd10	74691924	74695105	2	3181
2580	Gm14396	74695520	74697365	2	1845
2581	Gm28793	74696768	74697586	2	818
2582	Hoxd9	74697727	74700208	2	2481
2583	Hoxd3os1	74703248	74712054	2	8806
2584	Hoxd8	74704905	74707933	2	3028
2585	Hoxd3	74711927	74748271	2	36344
2586	Hoxd4	74711929	74728868	2	16939
2587	Haglr	74749873	74762896	2	13023
2588	Gm14424	74752684	74753744	2	1060
2589	Gm14426	74754455	74755097	2	642
2590	Hoxd1	74762980	74765142	2	2162
2591	Mtx2	74825803	74878431	2	52628
2592	Gm13652	75124871	75137798	2	12927
2593	2600014E21Rik	75138855	75317820	2	178965
2594	A330043C09Rik	75147118	75177658	2	30540
2595	Gm13658	75436057	75444179	2	8122
2596	Gm13660	75458966	75464788	2	5822
2597	Hnrnpa3	75659267	75669407	2	10140
2598	Nfe2l2	75675513	75704641	2	29128
2599	E030042O20Rik	75704770	75710024	2	5254
2600	Gm13656	75729592	75730172	2	580
2601	Gm13657	75777188	75782306	2	5118
2602	Agps	75832177	75931350	2	99173
2603	Ttc30b	75935849	75938585	2	2736
2604	Ttc30a2	75975740	75978170	2	2430
2605	Ttc30a1	75978247	75981967	2	3720
2606	Pde11a	75989912	76338774	2	348862
2607	Cyct	76353942	76360450	2	6508
2608	Rbm45	76369984	76383768	2	13784
2609	Osbpl6	76406538	76600647	2	194109
2610	Prkra	76629898	76648015	2	18117
2611	Pjvk	76650273	76658556	2	8283
2612	Fkbp7	76663044	76673070	2	10026
2613	Plekha3	76675281	76696828	2	21547
2614	Ttn	76703984	76982547	2	278563
2615	Gm13938	76722776	76786708	2	63932
2616	Ccdc141	77009902	77170635	2	160733
2617	Sestd1	77186555	77280592	2	94037
2618	Gm13943	77314751	77317035	2	2284
2619	Zfp385b	77411100	77816816	2	405716
2620	Gm13944	77462677	77480938	2	18261
2621	Gm13661	77840616	77842936	2	2320
2622	Gm13727	77879753	77881467	2	1714
2623	Cwc22	77881159	77946180	2	65021
2624	4930440I19Rik	78051223	78194430	2	143207
2625	Gm14461	78237547	78302230	2	64683
2626	Ube2e3	78869047	78921293	2	52246
2627	Itga4	79255500	79333123	2	77623
2628	Cerkl	79338569	79456785	2	118216
2629	Neurod1	79452521	79456751	2	4230
2630	Itprid2	79635352	79672966	2	37614
2631	Ppp1r1c	79708062	79818496	2	110434
2632	Pde1a	79834453	80128939	2	294486
2633	Prdx6b	80292472	80295356	2	2884
2634	Dnajc10	80315466	80354043	2	38577
2635	Gm13752	80394897	80400525	2	5628
2636	Frzb	80411970	80447625	2	35655
2637	Nckap1	80500518	80581380	2	80862
2638	Nup35	80617236	80658906	2	41670
2639	Dusp19	80617266	80632361	2	15095
2640	Zfp804a	82053222	82259879	2	206657
2641	A130030D18Rik	82375372	82392202	2	16830
2642	Fsip2	82943634	83008937	2	65303
2643	Gm28675	83100258	83126216	2	25958
2644	Zc3h15	83644435	83664622	2	20187
2645	Gm13686	83700657	83701116	2	459
2646	Itgav	83724397	83806916	2	82519
2647	Gm13684	83737782	83759865	2	22083
2648	Fam171b	83812636	83883486	2	70850
2649	Zswim2	83915079	83941226	2	26147
2650	Gm13698	83955693	83958185	2	2492
2651	Gm13693	83961503	83963995	2	2492
2652	Gm13695	83967313	83969805	2	2492
2653	Gm13696	83973123	83975615	2	2492
2654	Gm13694	83978933	83981425	2	2492
2655	Gm13697	83984743	83987235	2	2492
2656	Gm13691	83990553	83993045	2	2492
2657	Calcrl	84330626	84425411	2	94785
2658	Tfpi	84432855	84475280	2	42425
2659	Gm13710	84501171	84531322	2	30151
2660	Ctnnd1	84600071	84650745	2	50674
2661	Btbd18	84659546	84668780	2	9234
2662	Selenoh	84669215	84670770	2	1555
2663	Tmx2	84671316	84678828	2	7512
2664	Med19	84678402	84688215	2	9813
2665	Zdhhc5	84687970	84715180	2	27210
2666	Clp1	84722104	84727242	2	5138
2667	Ypel4	84734058	84738655	2	4597
2668	Gm19426	84742169	84743655	2	1486
2669	Serping1	84765387	84775404	2	10017
2670	Ube2l6	84798828	84810176	2	11348
2671	Smtnl1	84811176	84822652	2	11476
2672	Timm10	84826997	84830213	2	3216
2673	Slc43a1	84838850	84863578	2	24728
2674	Rtn4rl2	84871924	84886710	2	14786
2675	Slc43a3	84936664	84958509	2	21845
2676	Prg2	84980461	84983632	2	3171
2677	Prg3	84988215	84993886	2	5671
2678	P2rx3	84998642	85037462	2	38820
2679	Ssrp1	85037234	85047109	2	9875
2680	Tnks1bp1	85048055	85073044	2	24989
2681	4930443O20Rik	85073614	85086461	2	12847
2682	Aplnr	85136225	85139923	2	3698
2683	Gm13713	85160778	85193325	2	32547
2684	Lrrc55	85162334	85196699	2	34365
2685	Gm13716	85196932	85198675	2	1743
2686	Gm13715	85233675	85243678	2	10003
2687	Olfr987	85330779	85339315	2	8536
2688	Olfr988	85352428	85363227	2	10799
2689	Olfr992	85398828	85409469	2	10641
2690	Olfr993	85413933	85414877	2	944
2691	Olfr994	85429380	85436451	2	7071
2692	Olfr995	85437528	85443639	2	6111
2693	4833423E24Rik	85483594	85519024	2	35430
2694	Olfr996	85579215	85580282	2	1067
2695	Olfr998	85588948	85591893	2	2945
2696	Olfr1000	85607037	85611903	2	4866
2697	Olfr1002	85646057	85650704	2	4647
2698	Olfr154	85663377	85664455	2	1078
2699	Olfr1006	85673695	85678767	2	5072
2700	Olfr1008	85689431	85690372	2	941
2701	Olfr1009	85715419	85725136	2	9717
2702	Olfr1012	85757353	85762766	2	5413
2703	Olfr1013	85767098	85774649	2	7551
2704	Olfr1014	85772713	85778974	2	6261
2705	Olfr1015	85782017	85787812	2	5795
2706	Olfr1016	85797618	85802544	2	4926
2707	Olfr1018	85818479	85824221	2	5742
2708	Olfr1019	85839621	85845483	2	5862
2709	Olfr1020	85847030	85851794	2	4764
2710	Olfr1022	85868594	85869541	2	947
2711	Olfr1023	85885640	85891213	2	5573
2712	Olfr1024	85904069	85905052	2	983
2713	Olfr1025-ps1	85915193	85921381	2	6188
2714	Olfr1026	85921558	85924623	2	3065
2715	Olfr1028	85950437	85953910	2	3473
2716	Olfr1029	85973895	85978913	2	5018
2717	Olfr1030	85979276	85988294	2	9018
2718	Olfr1031	85990304	85993704	2	3400
2719	Olfr1032	86005540	86009125	2	3585
2720	Olfr1033	86020640	86044808	2	24168
2721	Olfr1034	86045861	86050742	2	4881
2722	Olfr1036	86073992	86077194	2	3202
2723	Olfr1037	86084671	86087385	2	2714
2724	Olfr1039	86127995	86135928	2	7933
2725	Olfr1040	86145791	86146732	2	941
2726	Olfr1042	86156743	86161838	2	5095
2727	Olfr1043	86161890	86167522	2	5632
2728	Olfr1044	86168589	86177820	2	9231
2729	Olfr52	86179412	86185683	2	6271
2730	Olfr1045	86195910	86203009	2	7099
2731	Olfr1046	86214987	86219314	2	4327
2732	Olfr1047	86226567	86231401	2	4834
2733	Olfr1048	86233951	86240289	2	6338
2734	Olfr1049	86254357	86258328	2	3971
2735	Olfr1051	86273814	86279088	2	5274
2736	Olfr1052	86292455	86299233	2	6778
2737	Olfr1053	86314343	86315284	2	941
2738	Olfr1054	86332135	86335433	2	3298
2739	Olfr1055	86346624	86350284	2	3660
2740	Olfr1056	86354398	86362469	2	8071
2741	Olfr1057	86372561	86378393	2	5832
2742	Olfr1058	86384760	86388561	2	3801
2743	Olfr1061	86413109	86414050	2	941
2744	Olfr1062	86420399	86426749	2	6350
2745	Olfr1065	86443958	86450591	2	6633
2746	Olfr1066	86455328	86456269	2	941
2747	Olfr228	86481921	86487386	2	5465
2748	Olfr1076	86508461	86509402	2	941
2749	Olfr1079	86536949	86542480	2	5531
2750	Olfr1080	86552675	86558235	2	5560
2751	Olfr1082	86593412	86598966	2	5554
2752	Olfr1084	86638765	86639725	2	960
2753	Olfr1085	86653665	86662019	2	8354
2754	Olfr1086	86676218	86680092	2	3874
2755	Olfr1087	86687235	86698395	2	11160
2756	Olfr1089	86732584	86733701	2	1117
2757	Olfr1090	86752724	86758993	2	6269
2758	Olfr1093	86782479	86787616	2	5137
2759	Olfr141	86804134	86810018	2	5884
2760	Olfr1094	86824663	86830282	2	5619
2761	Olfr1095	86850770	86851696	2	926
2762	Gm13723	86869011	86874802	2	5791
2763	Olfr1097	86886773	86892216	2	5443
2764	Olfr1098	86920949	86924545	2	3596
2765	Olfr1099	86955126	86960693	2	5567
2766	Olfr1100	86976029	86979954	2	3925
2767	Olfr1101	86986291	86991221	2	4930
2768	Olfr1102	86998398	87003618	2	5220
2769	Olfr1104	87020703	87027080	2	6377
2770	Olfr1105	87031260	87036531	2	5271
2771	Olfr1106	87046811	87052273	2	5462
2772	Olfr1107	87068671	87075817	2	7146
2773	Olfr1109	87091195	87096008	2	4813
2774	Olfr259	87104578	87114567	2	9989
2775	Olfr1110	87133673	87140300	2	6627
2776	Olfr1111	87149181	87152624	2	3443
2777	Olfr1112	87187798	87192767	2	4969
2778	Olfr1113	87208970	87214650	2	5680
2779	Olfr1115	87248013	87253868	2	5855
2780	Olfr1116	87267534	87278262	2	10728
2781	Olfr1118	87307581	87313621	2	6040
2782	Olfr1120	87354815	87361786	2	6971
2783	Olfr1121	87369895	87373469	2	3574
2784	Olfr1122	87385849	87391930	2	6081
2785	Olfr1123	87416635	87423211	2	6576
2786	Olfr1124	87430275	87436623	2	6348
2787	Olfr1126	87453962	87458911	2	4949
2788	Pramel7	87490978	87497093	2	6115
2789	Pramel6	87507425	87510872	2	3447
2790	Olfr153	87531796	87533053	2	1257
2791	Olfr1128	87544607	87545542	2	935
2792	Olfr1129	87573902	87577259	2	3357
2793	Olfr1130	87606212	87609852	2	3640
2794	Olfr1131	87627104	87630203	2	3099
