gene	gene_start	gene_end	CHROM	gene_length
6118	LINC01063	196631504	196632587	3	1083
6119	NRROS	196639694	196662003	3	22309
6120	CEP19	196706277	196712250	3	5973
6121	PIGX	196712377	196736005	3	23628
6122	PAK2	196739857	196832647	3	92790
6123	SENP5	196867856	196934713	3	66857
6124	NCBP2	196935402	196942593	3	7191
6125	NCBP2-AS1	196939877	196942534	3	2657
6126	NCBP2AS2	196942674	196943543	3	869
6127	PIGZ	196946356	196968833	3	22477
6128	MELTF	197001741	197029817	3	28076
6129	MELTF-AS1	197002906	197004744	3	1838
6130	DLG1	197042560	197299321	3	256761
6131	MIR4797	197293878	197293948	3	70
6132	DLG1-AS1	197298247	197303750	3	5503
6133	LINC02012	197505262	197509661	3	4399
6134	BDH1	197509783	197573323	3	63540
6135	LOC220729	197614027	197627881	3	13854
6136	RUBCN	197668867	197749699	3	80832
6137	MIR922	197674496	197674576	3	80
6138	FYTTD1	197749883	197787596	3	37713
6139	LRCH3	197791226	197888434	3	97208
6140	IQCG	197889075	197960019	3	70944
6141	RPL35A	197950190	197956610	3	6420
6142	LMLN	197960200	198043720	3	83520
6143	LMLN-AS1	198038326	198039467	3	1141
6144	ANKRD18DP	198057531	198080671	3	23140
6145	FAM157A	198153206	198222513	3	69307
6146	ZNF595	53285	88211	4	34926
6147	ZNF718	124476	202306	4	77830
6148	ZNF876P	212600	255984	4	43384
6149	ZNF732	270675	305474	4	34799
6150	ZNF141	337814	384868	4	47054
6151	MIR571	350157	350252	4	95
6152	ABCA11P	425435	474209	4	48774
6153	ZNF721	439990	499156	4	59166
6154	PIGG	499200	540194	4	40994
6155	TMEM271	573880	576295	4	2415
6156	LOC105374338	577168	584866	4	7698
6157	PDE6B	625574	670892	4	45318
6158	ATP5ME	672436	674276	4	1840
6159	MYL5	674542	682028	4	7486
6160	SLC49A3	681829	689151	4	7322
6161	PCGF3	705832	770980	4	65148
6162	LOC100129917	780149	781848	4	1699
6163	CPLX1	784957	826129	4	41172
6164	GAK	849277	932316	4	83039
6165	TMEM175	932387	958655	4	26268
6166	DGKQ	958887	973569	4	14682
6167	SLC26A1	979075	993404	4	14329
6168	IDUA	986997	1004557	4	17560
6169	FGFRL1	1011626	1026898	4	15272
6170	RNF212	1056251	1113564	4	57313
6171	LOC105374344	1113639	1132975	4	19336
6172	TMED11P	1115197	1123164	4	7967
6173	SPON2	1166933	1208962	4	42029
6174	LOC100130872	1195783	1208962	4	13179
6175	CTBP1-AS	1210120	1218591	4	8471
6176	CTBP1	1211445	1249130	4	37685
6177	CTBP1-DT	1249440	1253007	4	3567
6178	MAEA	1289891	1340137	4	50246
6179	UVSSA	1347208	1388049	4	40841
6180	NKX1-1	1402932	1406442	4	3510
6181	FAM53A	1639881	1684313	4	44432
6182	SLBP	1692731	1712319	4	19588
6183	TMEM129	1715952	1721357	4	5405
6184	TACC3	1721521	1745170	4	23649
6185	FGFR3	1793293	1808867	4	15574
6186	LETM1	1811479	1856156	4	44677
6187	NSD2	1871393	1982192	4	110799
6188	SCARNA22	1974636	1974760	4	124
6189	NELFA	1982724	2008974	4	26250
6190	MIR943	1986384	1986477	4	93
6191	C4orf48	2041993	2043970	4	1977
6192	NAT8L	2059327	2069089	4	9762
6193	POLN	2071918	2242121	4	170203
6194	HAUS3	2228367	2242121	4	13754
6195	MXD4	2247432	2262109	4	14677
6196	MIR4800	2250077	2250156	4	79
6197	ZFYVE28	2269597	2418645	4	149048
6198	CFAP99	2418955	2462963	4	44008
6199	RNF4	2469106	2515856	4	46750
6200	FAM193A	2535375	2732575	4	197200
6201	TNIP2	2741648	2756336	4	14688
6202	SH3BP2	2793085	2841096	4	48011
6203	ADD1	2843844	2930062	4	86218
6204	MFSD10	2930561	2934859	4	4298
6205	NOP14-AS1	2935546	2951073	4	15527
6206	NOP14	2937937	2963406	4	25469
6207	GRK4	2963571	3040760	4	77189
6208	HTT-AS	3063246	3074514	4	11268
6209	HTT	3074681	3243960	4	169279
6210	MSANTD1	3244369	3256613	4	12244
6211	RGS12	3314147	3439913	4	125766
6212	HGFAC	3441968	3449486	4	7518
6213	DOK7	3463306	3501482	4	38176
6214	LRPAP1	3503612	3532422	4	28810
6215	LINC00955	3576869	3590985	4	14116
6216	LINC02171	3673593	3677855	4	4262
6217	ADRA2C	3766385	3768526	4	2141
6218	FAM86EP	3941760	3955428	4	13668
6219	OTOP1	4188726	4226894	4	38168
6220	TMEM128	4235542	4248242	4	12700
6221	LYAR	4267701	4290154	4	22453
6222	ZBTB49	4290251	4321783	4	31532
6223	NSG1	4386256	4419058	4	32802
6224	STX18	4418969	4542343	4	123374
6225	STX18-IT1	4476121	4481700	4	5579
6226	STX18-AS1	4542131	4710937	4	168806
6227	SNORD162	4664326	4664423	4	97
6228	LOC101928279	4761760	4787374	4	25614
6229	LINC01396	4844437	4850827	4	6390
6230	MSX1	4859665	4863933	4	4268
6231	LOC101928306	4920808	4988671	4	67863
6232	CYTL1	5014586	5019458	4	4872
6233	STK32B	5051480	5500989	4	449509
6234	LINC01587	5524569	5527800	4	3231
6235	EVC2	5562419	5709548	4	147129
6236	EVC	5711201	5814305	4	103104
6237	CRMP1	5820764	5893086	4	72322
6238	MIR378D1	5923275	5923328	4	53
6239	C4orf50	5957112	6018546	4	61434
6240	JAKMIP1	6026199	6200549	4	174350
6241	LINC02495	6200733	6233936	4	33203
6242	WFS1	6269850	6303265	4	33415
6243	PPP2R2C	6320581	6563799	4	243218
6244	MAN2B2	6575189	6623348	4	48159
6245	MRFAP1	6640091	6642743	4	2652
6246	LINC02482	6670728	6673881	4	3153
6247	LOC93622	6674075	6676047	4	1972
6248	LINC002481	6687448	6690519	4	3071
6249	S100P	6693878	6697170	4	3292
6250	MRFAP1L1	6707701	6709865	4	2164
6251	BLOC1S4	6716174	6717662	4	1488
6252	KIAA0232	6782732	6884172	4	101440
6253	TBC1D14	6909444	7033118	4	123674
6254	LOC100129931	7030554	7046231	4	15677
6255	CCDC96	7040850	7043001	4	2151
6256	TADA2B	7043372	7057950	4	14578
6257	GRPEL1	7058895	7068064	4	9169
6258	LINC02447	7097424	7103376	4	5952
6259	SORCS2	7192538	7742827	4	550289
6260	MIR4798	7310450	7310524	4	74
6261	PSAPL1	7430285	7434930	4	4645
6262	MIR4274	7460028	7460118	4	90
6263	AFAP1-AS1	7754090	7778927	4	24837
6264	AFAP1	7758713	7939926	4	181213
6265	LOC389199	7939001	7940296	4	1295
6266	ABLIM2	7965327	8158813	4	193486
6267	MIR95	8005301	8005381	4	80
6268	SH3TC1	8199290	8241103	4	41813
6269	HTRA3	8269754	8307098	4	37344
6270	LINC02517	8320176	8323965	4	3789
6271	ACOX3	8366282	8440723	4	74441
6272	TRMT44	8440777	8476555	4	35778
6273	GPR78	8580392	8590023	4	9631
6274	CPZ	8592660	8619761	4	27101
6275	HMX1	8846076	8871839	4	25763
6276	FAM90A26	9173173	9176167	4	2994
6277	USP17L10	9210657	9212249	4	1592
6278	USP17L12	9220152	9221744	4	1592
6279	USP17L13	9224896	9226488	4	1592
6280	USP17L15	9234385	9236334	4	1949
6281	USP17L17	9243879	9245471	4	1592
6282	USP17L19	9253378	9254970	4	1592
6283	USP17L11	9258124	9259716	4	1592
6284	USP17L22	9267619	9269211	4	1592
6285	USP17L30	9325165	9326757	4	1592
6286	USP17L24	9339403	9340995	4	1592
6287	USP17L29	9348893	9350485	4	1592
6288	USP17L9P	9358382	9359974	4	1592
6289	USP17L6P	9367874	9369070	4	1196
6290	DEFB131A	9444534	9450514	4	5980
6291	MIR548I2	9556168	9556316	4	148
6292	DRD5	9781634	9784009	4	2375
6293	SLC2A9	9826224	10040248	4	214024
6294	WDR1	10074339	10116799	4	42460
6295	MIR3138	10078611	10078692	4	81
6296	ZNF518B	10439880	10457426	4	17546
6297	CLNK	10486395	10684768	4	198373
6298	MIR572	11368827	11368921	4	94
6299	HS3ST1	11393150	11428894	4	35744
6300	LINC02360	11740951	11769468	4	28517
6301	MIR12113	11783178	11783248	4	70
6302	LINC02270	12223451	12251285	4	27834
6303	RAB28	13367723	13484365	4	116642
6304	LINC01097	13526319	13531417	4	5098
6305	NKX3-2	13540830	13544508	4	3678
6306	LINC01096	13546076	13547824	4	1748
6307	BOD1L1	13568740	13627725	4	58985
6308	MIR5091	13627865	13627957	4	92
6309	LINC01182	13655179	13931228	4	276049
6310	LINC01085	14111968	14140052	4	28084
6311	LINC00504	14470466	14888169	4	417703
6312	CPEB2-DT	14909961	15002045	4	92084
6313	CPEB2	15002481	15070151	4	67670
6314	C1QTNF7-AS1	15004942	15427914	4	422972
6315	C1QTNF7	15339988	15446167	4	106179
6316	CC2D2A	15469865	15601557	4	131692
6317	FBXL5	15604384	15655412	4	51028
6318	FAM200B	15681827	15690447	4	8620
6319	BST1	15703065	15732787	4	29722
6320	CD38	15778328	15853232	4	74904
6321	FGFBP1	15935577	15938740	4	3163
6322	FGFBP2	15960246	15963175	4	2929
6323	PROM1	15968228	16084023	4	115795
6324	TAPT1	16160505	16226471	4	65966
6325	TAPT1-AS1	16226663	16258187	4	31524
6326	LDB2	16501534	16898809	4	397275
6327	LINC02493	17171757	17186057	4	14300
6328	SNORA75B	17320746	17320882	4	136
6329	QDPR	17486393	17512234	4	25841
6330	CLRN2	17515165	17527104	4	11939
6331	LAP3	17577304	17607967	4	30663
6332	MED28	17614641	17634103	4	19462
6333	FAM184B	17629306	17781621	4	152315
6334	DCAF16	17793446	17810757	4	17311
6335	NCAPG	17810979	17844864	4	33885
6336	LCORL	17841199	18021875	4	180676
6337	SLIT2	20251905	20620561	4	368656
6338	SLIT2-IT1	20392189	20394856	4	2667
6339	MIR218-1	20528275	20528384	4	109
6340	PACRGL	20696282	20752900	4	56618
6341	KCNIP4	20728616	21948751	4	1220135
6342	MIR7978	21464700	21464758	4	58
6343	LOC105374516	21582096	21613722	4	31626
6344	KCNIP4-IT1	21843341	21853188	4	9847
6345	LOC100505912	22327366	22339666	4	12300
6346	ADGRA3	22387376	22516066	4	128690
6347	MIR12115	22515312	22515385	4	73
6348	GBA3	22692914	22819572	4	126658
6349	PPARGC1A	23792021	24472905	4	680884
6350	MIR573	24520192	24520290	4	98
6351	DHX15	24527475	24584554	4	57079
6352	SOD3	24795573	24800842	4	5269
6353	CCDC149	24806117	24980204	4	174087
6354	LGI2	24998847	25030946	4	32099
6355	SEPSECS	25120014	25160449	4	40435
6356	SEPSECS-AS1	25160672	25198505	4	37833
6357	PI4K2B	25234033	25279204	4	45171
6358	ZCCHC4	25312774	25370383	4	57609
6359	ANAPC4	25377263	25418498	4	41235
6360	LOC101929161	25531040	25569346	4	38306
6361	SLC34A2	25655851	25678746	4	22895
6362	SEL1L3	25747433	25863566	4	116133
6363	SMIM20	25914192	25929879	4	15687
6364	RBPJ	26163458	26435130	4	271672
6365	CCKAR	26481396	26490484	4	9088
6366	TBC1D19	26583924	26756213	4	172289
6367	STIM2-AS1	26859624	26860599	4	975
6368	STIM2	26860841	27025381	4	164540
6369	LINC02261	27217479	27282225	4	64746
6370	MIR4275	28819582	28819668	4	86
6371	LINC02364	28996784	29014593	4	17809
6372	LINC02472	29214292	29221161	4	6869
6373	PCDH7	30720369	31146800	4	426431
6374	LINC02497	31171144	31211674	4	40530
6375	LINC02501	31506544	31558821	4	52277
6376	LINC02506	31997379	32155406	4	158027
6377	LOC105377651	32005853	32022422	4	16569
6378	LINC02353	32351038	32353220	4	2182
6379	LOC101928622	33896341	34039893	4	143552
6380	LINC02484	34121411	34269747	4	148336
6381	ARAP2	36005404	36243939	4	238535
6382	LOC439933	36244116	36274215	4	30099
6383	DTHD1	36281616	36347511	4	65895
6384	MIR1255B1	36426366	36426428	4	62
6385	LINC02505	36496537	36641900	4	145363
6386	LINC02616	37001779	37020706	4	18927
6387	MIR4801	37241910	37241991	4	81
6388	NWD2	37244743	37449463	4	204720
6389	C4orf19	37453925	37593510	4	139585
6390	RELL1	37590804	37686376	4	95572
6391	PGM2	37826686	37862937	4	36251
6392	TBC1D1	37891084	38139173	4	248089
6393	PTTG2	37960398	37961127	4	729
6394	LINC02513	38366914	38385746	4	18832
6395	LINC01258	38420662	38523180	4	102518
6396	LINC01259	38509767	38518056	4	8289
6397	LINC02278	38564003	38573960	4	9957
6398	KLF3-AS1	38612701	38664628	4	51927
6399	KLF3	38664199	38701517	4	37318
6400	TLR10	38772238	38782990	4	10752
6401	TLR1	38796255	38804791	4	8536
6402	TLR6	38823708	38856817	4	33109
6403	FAM114A1	38867806	38945739	4	77933
6404	MIR574	38868032	38868127	4	95
6405	TMEM156	38966746	39032409	4	65663
6406	KLHL5	39044831	39126233	4	81402
6407	WDR19	39182529	39285810	4	103281
6408	RFC1	39287456	39366362	4	78906
6409	KLB	39406930	39451533	4	44603
6410	MIR5591	39411910	39411974	4	64
6411	RPL9	39454125	39458948	4	4823
6412	LIAS	39459056	39479506	4	20450
6413	LOC401127	39480255	39481903	4	1648
6414	UGDH	39498755	39527439	4	28684
6415	UGDH-AS1	39527839	39594707	4	66868
6416	SMIM14	39546336	39638865	4	92529
6417	UBE2K	39698136	39782790	4	84654
6418	PDS5A	39822863	39977911	4	155048
6419	LOC344967	40042917	40057199	4	14282
6420	N4BP2	40056850	40158252	4	101402
6421	RHOH	40191080	40246967	4	55887
6422	LINC02265	40307185	40330419	4	23234
6423	CHRNA9	40335333	40355217	4	19884
6424	RBM47	40423280	40630594	4	207314
6425	MIR4802	40502040	40502119	4	79
6426	NSUN7	40749955	40811184	4	61229
6427	APBB2	40810027	41214542	4	404515
6428	UCHL1-AS1	41220074	41256727	4	36653
6429	UCHL1	41256928	41268455	4	11527
6430	LIMCH1	41359607	41700044	4	340437
6431	PHOX2B	41744082	41748725	4	4643
6432	LINC00682	41879521	41882611	4	3090
6433	TMEM33	41935429	41960803	4	25374
6434	DCAF4L1	41981756	41986461	4	4705
6435	SLC30A9	41990530	42090461	4	99931
6436	BEND4	42110853	42152655	4	41802
6437	LOC105374428	42299012	42391268	4	92256
6438	SHISA3	42397488	42402487	4	4999
6439	ATP8A1	42408375	42657105	4	248730
6440	GRXCR1	42893266	43030658	4	137392
6441	LINC02383	43457536	43492543	4	35007
6442	LINC02475	44016861	44022061	4	5200
6443	KCTD8	44173903	44448809	4	274906
6444	YIPF7	44622337	44651641	4	29304
6445	GUF1	44678420	44700928	4	22508
6446	GNPDA2	44701795	44726634	4	24839
6447	GABRG1	46035770	46124054	4	88284
6448	GABRA2	46243548	46390128	4	146580
6449	COX7B2	46734830	46909245	4	174415
6450	GABRA4	46918900	46993581	4	74681
6451	GABRB1	47031567	47426430	4	394863
6452	COMMD8	47450789	47463730	4	12941
6453	ATP10D	47485275	47593486	4	108211
6454	CORIN	47593998	47838106	4	244108
6455	MIR8053	47652669	47652741	4	72
6456	LOC101927179	47831345	47896848	4	65503
6457	NFXL1	47847233	47914667	4	67434
6458	LOC101927157	47914227	47990737	4	76510
6459	CNGA1	47935977	48016681	4	80704
6460	NIPAL1	48016772	48040173	4	23401
6461	TXK	48066393	48134250	4	67857
6462	TEC	48135783	48269838	4	134055
6463	SLAIN2	48341529	48426198	4	84669
6464	SLC10A4	48483343	48489526	4	6183
6465	ZAR1	48490252	48494389	4	4137
6466	FRYL	48497357	48780279	4	282922
6467	OCIAD1	48831043	48861817	4	30774
6468	OCIAD1-AS1	48852009	48860203	4	8194
6469	OCIAD2	48885019	48906774	4	21755
6470	CWH43	48986275	49062078	4	75803
6471	DCUN1D4	51843000	51916837	4	73837
6472	LRRC66	51993652	52020363	4	26711
6473	SGCB	52020695	52038319	4	17624
6474	LINC02480	52044805	52046919	4	2114
6475	SPATA18	52051304	52097299	4	45995
6476	USP46	52590961	52659301	4	68340
6477	USP46-AS1	52659406	52661498	4	2092
6478	DANCR	52712394	52720697	4	8303
6479	MIR4449	52712682	52712747	4	65
6480	SNORA26	52713249	52713370	4	121
6481	ERVMER34-1	52742553	52751425	4	8872
6482	LINC01618	52789994	52815464	4	25470
6483	RASL11B	52862317	52866835	4	4518
6484	SCFD2	52872984	53366061	4	493077
6485	FIP1L1	53377641	53460862	4	83221
6486	LNX1	53459301	53591486	4	132185
6487	LNX1-AS1	53500077	53523276	4	23199
6488	LNX1-AS2	53592956	53605381	4	12425
6489	LOC100506444	53695901	53734358	4	38457
6490	RPL21P44	53985499	53987282	4	1783
6491	CHIC2	54009791	54064605	4	54814
6492	GSX2	54100163	54102498	4	2335
6493	PDGFRA	54229293	54298245	4	68952
6494	LINC02283	54332892	54356104	4	23212
6495	LINC02260	54603211	54607131	4	3920
6496	KIT	54657928	54740715	4	82787
6497	KDR	55078481	55125595	4	47114
6498	SRD5A3	55346242	55373099	4	26857
6499	SRD5A3-AS1	55366601	55385580	4	18979
6500	TMEM165	55395957	55426175	4	30218
6501	CLOCK	55427903	55546909	4	119006
6502	PDCL2	55556519	55592245	4	35726
6503	NMU	55595231	55636793	4	41562
6504	EXOC1L	55819784	55837489	4	17705
6505	EXOC1	55853648	55905086	4	51438
6506	CEP135	55948945	56033361	4	84416
6507	CRACD	56170195	56330724	4	160529
6508	AASDH	56338285	56387508	4	49223
6509	PPAT	56393363	56435615	4	42252
6510	PAICS	56436260	56464578	4	28318
6511	SRP72	56467617	56503681	4	36064
6512	ARL9	56505209	56524456	4	19247
6513	THEGL	56530606	56603507	4	72901
6514	HOPX	56647988	56681706	4	33718
6515	SPINK2	56809860	56821869	4	12009
6516	REST	56907900	56935844	4	27944
6517	NOA1	56963350	56977606	4	14256
6518	POLR2B	56978640	57031162	4	52522
6519	IGFBP7	57030773	57110385	4	79612
6520	IGFBP7-AS1	57109762	57205299	4	95537
6521	LINC02380	57425872	57465986	4	40114
6522	LINC02494	58524515	58536328	4	11813
6523	LINC02429	58984282	59046959	4	62677
6524	LINC02619	58987188	58988154	4	966
6525	MIR548AG1	60922619	60922684	4	65
6526	LINC02271	61143656	61153651	4	9995
6527	ADGRL3	61201230	62078335	4	877105
6528	ADGRL3-AS1	62071755	62161765	4	90010
6529	TECRL	64276300	64409460	4	133160
6530	LINC02232	64914281	65004500	4	90219
6531	EPHA5	65319563	65670495	4	350932
6532	EPHA5-AS1	65669961	65693386	4	23425
6533	MIR1269A	66276824	66276928	4	104
6534	LOC101927237	67417305	67422000	4	4695
6535	CENPC	67468762	67545503	4	76741
6536	STAP1	67558727	67607337	4	48610
6537	UBA6	67612653	67701155	4	88502
6538	UBA6-AS1	67701278	67722504	4	21226
6539	GNRHR	67737118	67754388	4	17270
6540	TMPRSS11D	67820876	67884002	4	63126
6541	TMPRSS11A	67909395	67963493	4	54098
6542	TMPRSS11GP	67991812	67997439	4	5627
6543	TMPRSS11F	68053198	68129869	4	76671
6544	LOC550113	68053508	68073233	4	19725
6545	SYT14P1	68060610	68063297	4	2687
6546	FTLP10	68182292	68212470	4	30178
6547	TMPRSS11BNL	68184129	68218080	4	33951
6548	TMPRSS11B	68226653	68245694	4	19041
6549	YTHDC1	68310387	68350090	4	39703
6550	TMPRSS11E	68447463	68497604	4	50141
6551	UGT2B17	68537185	68568527	4	31342
6552	UGT2B15	68646597	68670652	4	24055
6553	UGT2B10	68815994	68832023	4	16029
6554	UGT2A3	68928464	68951804	4	23340
6555	UGT2B7	69051264	69112987	4	61723
6556	LOC105377267	69182100	69216767	4	34667
6557	UGT2B11	69199951	69214748	4	14797
6558	UGT2B28	69280475	69295050	4	14575
6559	UGT2B4	69480165	69526014	4	45849
6560	UGT2A1	69588417	69653247	4	64830
6561	UGT2A2	69588417	69639642	4	51225
6562	SULT1B1	69721167	69760620	4	39453
6563	SULT1E1	69841212	69860145	4	18933
6564	CSN1S1	69931068	69946572	4	15504
6565	CSN2	69955256	69961011	4	5755
6566	STATH	69995966	70002570	4	6604
6567	HTN3	70028459	70036538	4	8079
6568	HTN1	70050438	70058848	4	8410
6569	CSN1S2AP	70067386	70085271	4	17885
6570	CSN1S2BP	70133604	70146704	4	13100
6571	PRR27	70154237	70166609	4	12372
6572	ODAM	70196527	70204576	4	8049
6573	FDCSP	70226124	70235251	4	9127
6574	CSN3	70242616	70251428	4	8812
6575	CABS1	70334981	70337116	4	2135
6576	SMR3A	70360760	70367158	4	6398
6577	SMR3B	70383131	70390244	4	7113
6578	OPRPN	70397940	70410195	4	12255
6579	MUC7	70430492	70482997	4	52505
6580	AMTN	70518569	70532743	4	14174
6581	AMBN	70592256	70607287	4	15031
6582	ENAM	70628744	70646824	4	18080
6583	JCHAIN	70655541	70666508	4	10967
6584	UTP3	70688532	70690551	4	2019
6585	RUFY3	70721964	70808619	4	86655
6586	GRSF1	70815783	70839890	4	24107
6587	MOB1B	70902369	70988168	4	85799
6588	DCK	70993649	71030912	4	37263
6589	SLC4A4	71187259	71572083	4	384824
6590	GC	71741694	71805520	4	63826
6591	NPFFR2	72031804	72148201	4	116397
6592	ADAMTS3	72280969	72569221	4	288252
6593	COX18	73052362	73069716	4	17354
6594	ANKRD17	73073376	73258798	4	185422
6595	ALB	73404287	73421482	4	17195
6596	AFP	73436221	73456174	4	19953
6597	AFM	73481745	73504001	4	22256
6598	LINC02499	73508803	73528533	4	19730
6599	RASSF6	73571550	73620631	4	49081
6600	CXCL8	73740569	73743716	4	3147
6601	CXCL6	73836678	73838760	4	2082
6602	PF4V1	73853296	73854483	4	1187
6603	CXCL1	73869393	73871308	4	1915
6604	PF4	73980825	73982124	4	1299
6605	PPBP	73986439	73988190	4	1751
6606	CXCL5	73995642	73998677	4	3035
6607	CXCL3	74036591	74038689	4	2098
6608	PPBPP2	74054038	74055399	4	1361
6609	CXCL2	74097040	74099195	4	2155
6610	MTHFD2L	74158108	74303097	4	144989
6611	EPGN	74308470	74316786	4	8316
6612	EREG	74365145	74388747	4	23602
6613	AREG	74445136	74455004	4	9868
6614	BTC	74744760	74794523	4	49763
6615	PARM1	74933116	75050113	4	116997
6616	PARM1-AS1	74955974	74970362	4	14388
6617	LINC02562	75081926	75084708	4	2782
6618	LINC02483	75354076	75362566	4	8490
6619	RCHY1	75479037	75514430	4	35393
6620	THAP6	75514473	75547322	4	32849
6621	ODAPH	75556048	75565893	4	9845
6622	CDKL2	75576496	75630528	4	54032
6623	G3BP2	75642769	75673483	4	30714
6624	USO1	75724522	75814289	4	89767
6625	PPEF2	75859867	75902452	4	42585
6626	NAAA	75910655	75941013	4	30358
6627	SDAD1	75949906	75990962	4	41056
6628	LOC101928809	75980790	76005941	4	25151
6629	CXCL9	76001275	76007509	4	6234
6630	ART3	76011180	76112802	4	101622
6631	CXCL10	76021118	76023497	4	2379
6632	CXCL11	76033687	76036070	4	2383
6633	NUP54	76114659	76148515	4	33856
6634	SCARB2	76158739	76213824	4	55085
6635	FAM47E	76214040	76283783	4	69743
6636	FAM47E-STBD1	76251700	76311130	4	59430
6637	STBD1	76306026	76311130	4	5104
6638	CCDC158	76313039	76407305	4	94266
6639	SHROOM3	76435229	76783252	4	348023
6640	MIR4450	76573568	76573632	4	64
6641	MIR548AH	76575551	76575626	4	75
6642	SOWAHB	76894152	76898144	4	3992
6643	SEPTIN11	76949752	77038615	4	88863
6644	CCNI	77047155	77075989	4	28834
6645	CCNG2	77157207	77170060	4	12853
6646	CXCL13	77511753	77611836	4	100083
6647	CNOT6L	77713387	77820269	4	106882
6648	MRPL1	77862830	77952785	4	89955
6649	FRAS1	78057323	78544269	4	486946
6650	SNORD161	78288985	78289050	4	65
6651	ANXA3	78551770	78610445	4	58675
6652	LINC01094	78645994	78684501	4	38507
6653	BMP2K	78776378	78912187	4	135809
6654	PAQR3	78911878	78939438	4	27560
6655	LINC01088	78971748	79308799	4	337051
6656	NAA11	79316647	79326061	4	9414
6657	GK2	79406361	79408228	4	1867
6658	LINC00989	79492593	79576460	4	83867
6659	PCAT4	79827471	79863247	4	35776
6660	ANTXR2	79901146	80073472	4	172326
6661	PRDM8	80185270	80204328	4	19058
6662	FGF5	80266588	80291017	4	24429
6663	CFAP299	80335720	80963756	4	628036
6664	BMP3	81030708	81057632	4	26924
6665	PRKG2	81087376	81215222	4	127846
6666	LOC101928942	81164940	81193395	4	28455
6667	RASGEF1B	81426393	81471907	4	45514
6668	HNRNPD	82352498	82373991	4	21493
6669	HNRNPDL	82422564	82430225	4	7661
6670	ENOPH1	82430590	82461177	4	30587
6671	TMEM150C	82483176	82562253	4	79077
6672	LINC00575	82613113	82621437	4	8324
6673	SCD5	82629539	82798796	4	169257
6674	MIR575	82753337	82753430	4	93
6675	SEC31A	82818509	82900571	4	82062
6676	THAP9-AS1	82893452	82900916	4	7464
6677	SNORD143	82895853	82895928	4	75
6678	SNORD144	82898140	82898225	4	85
6679	THAP9	82900650	82919969	4	19319
6680	LIN54	82924604	83012941	4	88337
6681	COPS4	83035183	83075818	4	40635
6682	PLAC8	83090058	83114729	4	24671
6683	COQ2	83263824	83285134	4	21310
6684	HPSE	83292461	83335153	4	42692
6685	HELQ	83407343	83455883	4	48540
6686	MRPS18C	83456058	83462295	4	6237
6687	ABRAXAS1	83459517	83485100	4	25583
6688	GPAT3	83535914	83605874	4	69960
6689	LOC101928978	83968082	84299169	4	331087
6690	NKX6-1	84493283	84498234	4	4951
6691	CDS1	84583127	84651334	4	68207
6692	WDFY3	84669549	84966690	4	297141
6693	WDFY3-AS2	84965616	85008743	4	43127
6694	ARHGAP24	85475150	86002666	4	527516
6695	MIR4451	85722468	85722533	4	65
6696	MAPK10	86010434	86453195	4	442761
6697	MAPK10-AS1	86119806	86219926	4	100120
6698	MIR4452	86542482	86542552	4	70
6699	PTPN13	86594315	86815175	4	220860
6700	SLC10A6	86823468	86849384	4	25916
6701	C4orf36	86876205	86892422	4	16217
6702	AFF1-AS1	86924894	86934850	4	9956
6703	AFF1	86935002	87141054	4	206052
6704	KLHL8	87160104	87220618	4	60514
6705	MIR5705	87300495	87300583	4	88
6706	HSD17B13	87303795	87322882	4	19087
6707	HSD17B11	87336516	87391188	4	54672
6708	NUDT9	87422573	87459455	4	36882
6709	SPARCL1	87473330	87529503	4	56173
6710	DSPP	87608529	87616873	4	8344
6711	DMP1	87650280	87664357	4	14077
6712	IBSP	87799554	87812434	4	12880
6713	MEPE	87821398	87846816	4	25418
6714	SPP1	87975650	87983411	4	7761
6715	PKD2	88007635	88077777	4	70142
6716	ABCG2	88090264	88231626	4	141362
6717	PPM1K	88257620	88284561	4	26941
6718	PPM1K-DT	88284930	88341657	4	56727
6719	HERC6	88378739	88443097	4	64358
6720	HERC5	88457119	88506163	4	49044
6721	PIGY	88520978	88523801	4	2823
6722	PYURF	88520999	88523776	4	2777
6723	PIGY-DT	88523810	88524996	4	1186
6724	HERC3	88523843	88708537	4	184694
6725	NAP1L5	88695913	88697829	4	1916
6726	FAM13A-AS1	88709789	88730103	4	20314
6727	FAM13A	88725960	89057185	4	331225
6728	TIGD2	89112817	89114901	4	2084
6729	GPRIN3	89236383	89307800	4	71417
6730	SNCA	89724099	89838304	4	114205
6731	SNCA-AS1	89836401	89841991	4	5590
6732	MMRN1	89879511	89954610	4	75099
6733	CCSER1	90127533	91602219	4	1474686
6734	LNCPRESS2	92262498	92277302	4	14804
6735	GRID2	92303966	93774566	4	1470600
6736	ATOH1	93828753	93830964	4	2211
6737	LOC101929210	94117820	94207556	4	89736
6738	SMARCAD1	94207608	94291292	4	83684
6739	HPGDS	94298535	94342836	4	44301
6740	PDLIM5	94451857	94668227	4	216370
6741	BMPR1B-DT	94743668	94757533	4	13865
6742	BMPR1B	94757955	95158443	4	400488
6743	UNC5C	95162505	95548973	4	386468
6744	PDHA2	95840093	95841464	4	1371
6745	LINC02267	96310703	96818415	4	507712
6746	STPG2-AS1	97366926	97490164	4	123238
6747	STPG2	97558874	98143476	4	584602
6748	RAP1GDS1	98261384	98443858	4	182474
6749	TSPAN5	98470367	98658611	4	188244
