	bin_id	CHROM	start	end	width
chr1:175616249-175822326	chr1:175616249-175822326	1	175616249	175822326	206077
chr1:175822326-176044571	chr1:175822326-176044571	1	175822326	176044571	222245
chr1:176044571-176270268	chr1:176044571-176270268	1	176044571	176270268	225697
chr1:176270268-176499357	chr1:176270268-176499357	1	176270268	176499357	229089
chr1:176499357-176709005	chr1:176499357-176709005	1	176499357	176709005	209648
chr1:176709005-176917313	chr1:176709005-176917313	1	176709005	176917313	208308
chr1:176917313-177121286	chr1:176917313-177121286	1	176917313	177121286	203973
chr1:177121286-177331776	chr1:177121286-177331776	1	177121286	177331776	210490
chr1:177331776-177548248	chr1:177331776-177548248	1	177331776	177548248	216472
chr1:177548248-177780430	chr1:177548248-177780430	1	177548248	177780430	232182
chr1:177780430-177996340	chr1:177780430-177996340	1	177780430	177996340	215910
chr1:177996340-178217487	chr1:177996340-178217487	1	177996340	178217487	221147
chr1:178217487-178440372	chr1:178217487-178440372	1	178217487	178440372	222885
chr1:178440372-178658475	chr1:178440372-178658475	1	178440372	178658475	218103
chr1:178658475-178885137	chr1:178658475-178885137	1	178658475	178885137	226662
chr1:178885137-179114318	chr1:178885137-179114318	1	178885137	179114318	229181
chr1:179114318-179348287	chr1:179114318-179348287	1	179114318	179348287	233969
chr1:179348287-179594811	chr1:179348287-179594811	1	179348287	179594811	246524
chr1:179594811-179820736	chr1:179594811-179820736	1	179594811	179820736	225925
chr1:179820736-180042692	chr1:179820736-180042692	1	179820736	180042692	221956
chr1:180042692-180255425	chr1:180042692-180255425	1	180042692	180255425	212733
chr1:180255425-180482121	chr1:180255425-180482121	1	180255425	180482121	226696
chr1:180482121-180704459	chr1:180482121-180704459	1	180482121	180704459	222338
chr1:180704459-180930033	chr1:180704459-180930033	1	180704459	180930033	225574
chr1:180930033-181150199	chr1:180930033-181150199	1	180930033	181150199	220166
chr1:181150199-181377542	chr1:181150199-181377542	1	181150199	181377542	227343
chr1:181377542-181583400	chr1:181377542-181583400	1	181377542	181583400	205858
chr1:181583400-181789594	chr1:181583400-181789594	1	181583400	181789594	206194
chr1:181789594-182022011	chr1:181789594-182022011	1	181789594	182022011	232417
chr1:182022011-182238525	chr1:182022011-182238525	1	182022011	182238525	216514
chr1:182238525-182460479	chr1:182238525-182460479	1	182238525	182460479	221954
chr1:182460479-182675093	chr1:182460479-182675093	1	182460479	182675093	214614
chr1:182675093-182889723	chr1:182675093-182889723	1	182675093	182889723	214630
chr1:182889723-183115329	chr1:182889723-183115329	1	182889723	183115329	225606
chr1:183115329-183332586	chr1:183115329-183332586	1	183115329	183332586	217257
chr1:183332586-183550220	chr1:183332586-183550220	1	183332586	183550220	217634
chr1:183550220-183783343	chr1:183550220-183783343	1	183550220	183783343	233123
chr1:183783343-183990622	chr1:183783343-183990622	1	183783343	183990622	207279
chr1:183990622-184205795	chr1:183990622-184205795	1	183990622	184205795	215173
chr1:184205795-184426303	chr1:184205795-184426303	1	184205795	184426303	220508
chr1:184426303-184637897	chr1:184426303-184637897	1	184426303	184637897	211594
chr1:184637897-184859950	chr1:184637897-184859950	1	184637897	184859950	222053
chr1:184859950-185081746	chr1:184859950-185081746	1	184859950	185081746	221796
chr1:185081746-185308532	chr1:185081746-185308532	1	185081746	185308532	226786
chr1:185308532-185527486	chr1:185308532-185527486	1	185308532	185527486	218954
chr1:185527486-185753227	chr1:185527486-185753227	1	185527486	185753227	225741
chr1:185753227-185974266	chr1:185753227-185974266	1	185753227	185974266	221039
chr1:185974266-186186049	chr1:185974266-186186049	1	185974266	186186049	211783
chr1:186186049-186405232	chr1:186186049-186405232	1	186186049	186405232	219183
chr1:186405232-186625455	chr1:186405232-186625455	1	186405232	186625455	220223
chr1:186625455-186849159	chr1:186625455-186849159	1	186625455	186849159	223704
chr1:186849159-187061127	chr1:186849159-187061127	1	186849159	187061127	211968
chr1:187061127-187276293	chr1:187061127-187276293	1	187061127	187276293	215166
chr1:187276293-187493589	chr1:187276293-187493589	1	187276293	187493589	217296
chr1:187493589-187715573	chr1:187493589-187715573	1	187493589	187715573	221984
chr1:187715573-187939956	chr1:187715573-187939956	1	187715573	187939956	224383
chr1:187939956-188151148	chr1:187939956-188151148	1	187939956	188151148	211192
chr1:188151148-188363046	chr1:188151148-188363046	1	188151148	188363046	211898
chr1:188363046-188572350	chr1:188363046-188572350	1	188363046	188572350	209304
chr1:188572350-188789265	chr1:188572350-188789265	1	188572350	188789265	216915
chr1:188789265-189005075	chr1:188789265-189005075	1	188789265	189005075	215810
chr1:189005075-189222446	chr1:189005075-189222446	1	189005075	189222446	217371
chr1:189222446-189445618	chr1:189222446-189445618	1	189222446	189445618	223172
chr1:189445618-189660925	chr1:189445618-189660925	1	189445618	189660925	215307
chr1:189660925-189876427	chr1:189660925-189876427	1	189660925	189876427	215502
chr1:189876427-190085879	chr1:189876427-190085879	1	189876427	190085879	209452
chr1:190085879-190293543	chr1:190085879-190293543	1	190085879	190293543	207664
chr1:190293543-190501047	chr1:190293543-190501047	1	190293543	190501047	207504
chr1:190501047-190711137	chr1:190501047-190711137	1	190501047	190711137	210090
chr1:190711137-190923897	chr1:190711137-190923897	1	190711137	190923897	212760
chr1:190923897-191143319	chr1:190923897-191143319	1	190923897	191143319	219422
chr1:191143319-191354958	chr1:191143319-191354958	1	191143319	191354958	211639
chr1:191354958-191572387	chr1:191354958-191572387	1	191354958	191572387	217429
chr1:191572387-191782725	chr1:191572387-191782725	1	191572387	191782725	210338
chr1:191782725-191995335	chr1:191782725-191995335	1	191782725	191995335	212610
chr1:191995335-192207568	chr1:191995335-192207568	1	191995335	192207568	212233
chr1:192207568-192418332	chr1:192207568-192418332	1	192207568	192418332	210764
chr1:192418332-192641127	chr1:192418332-192641127	1	192418332	192641127	222795
chr1:192641127-192864746	chr1:192641127-192864746	1	192641127	192864746	223619
chr1:192864746-193079928	chr1:192864746-193079928	1	192864746	193079928	215182
chr1:193079928-193294087	chr1:193079928-193294087	1	193079928	193294087	214159
chr1:193294087-193508024	chr1:193294087-193508024	1	193294087	193508024	213937
chr1:193508024-193727313	chr1:193508024-193727313	1	193508024	193727313	219289
chr1:193727313-193944781	chr1:193727313-193944781	1	193727313	193944781	217468
chr1:193944781-194162690	chr1:193944781-194162690	1	193944781	194162690	217909
chr1:194162690-194379752	chr1:194162690-194379752	1	194162690	194379752	217062
chr1:194379752-194596307	chr1:194379752-194596307	1	194379752	194596307	216555
chr1:194596307-194810588	chr1:194596307-194810588	1	194596307	194810588	214281
chr1:194810588-195022375	chr1:194810588-195022375	1	194810588	195022375	211787
chr1:195022375-195239918	chr1:195022375-195239918	1	195022375	195239918	217543
chr1:195239918-195448469	chr1:195239918-195448469	1	195239918	195448469	208551
chr1:195448469-195665152	chr1:195448469-195665152	1	195448469	195665152	216683
chr1:195665152-195877854	chr1:195665152-195877854	1	195665152	195877854	212702
chr1:195877854-196091833	chr1:195877854-196091833	1	195877854	196091833	213979
chr1:196091833-196314113	chr1:196091833-196314113	1	196091833	196314113	222280
chr1:196314113-196523901	chr1:196314113-196523901	1	196314113	196523901	209788
chr1:196523901-196734476	chr1:196523901-196734476	1	196523901	196734476	210575
chr1:196734476-197036731	chr1:196734476-197036731	1	196734476	197036731	302255
chr1:197036731-197252791	chr1:197036731-197252791	1	197036731	197252791	216060
chr1:197252791-197464066	chr1:197252791-197464066	1	197252791	197464066	211275
chr1:197464066-197680591	chr1:197464066-197680591	1	197464066	197680591	216525
chr1:197680591-197910152	chr1:197680591-197910152	1	197680591	197910152	229561
chr1:197910152-198123039	chr1:197910152-198123039	1	197910152	198123039	212887
chr1:198123039-198340748	chr1:198123039-198340748	1	198123039	198340748	217709
chr1:198340748-198550357	chr1:198340748-198550357	1	198340748	198550357	209609
chr1:198550357-198757512	chr1:198550357-198757512	1	198550357	198757512	207155
chr1:198757512-198966655	chr1:198757512-198966655	1	198757512	198966655	209143
chr1:198966655-199177731	chr1:198966655-199177731	1	198966655	199177731	211076
chr1:199177731-199389172	chr1:199177731-199389172	1	199177731	199389172	211441
chr1:199389172-199608408	chr1:199389172-199608408	1	199389172	199608408	219236
chr1:199608408-199826573	chr1:199608408-199826573	1	199608408	199826573	218165
chr1:199826573-200063469	chr1:199826573-200063469	1	199826573	200063469	236896
chr1:200063469-200286035	chr1:200063469-200286035	1	200063469	200286035	222566
chr1:200286035-200507393	chr1:200286035-200507393	1	200286035	200507393	221358
chr1:200507393-200737834	chr1:200507393-200737834	1	200507393	200737834	230441
chr1:200737834-200964016	chr1:200737834-200964016	1	200737834	200964016	226182
chr1:200964016-201171315	chr1:200964016-201171315	1	200964016	201171315	207299
chr1:201171315-201386160	chr1:201171315-201386160	1	201171315	201386160	214845
chr1:201386160-201603819	chr1:201386160-201603819	1	201386160	201603819	217659
chr1:201603819-201819958	chr1:201603819-201819958	1	201603819	201819958	216139
chr1:201819958-202048190	chr1:201819958-202048190	1	201819958	202048190	228232
chr1:202048190-202280997	chr1:202048190-202280997	1	202048190	202280997	232807
chr1:202280997-202568488	chr1:202280997-202568488	1	202280997	202568488	287491
chr1:202568488-202794653	chr1:202568488-202794653	1	202568488	202794653	226165
chr1:202794653-203026387	chr1:202794653-203026387	1	202794653	203026387	231734
chr1:203026387-203232032	chr1:203026387-203232032	1	203026387	203232032	205645
chr1:203232032-203460124	chr1:203232032-203460124	1	203232032	203460124	228092
chr1:203460124-203682634	chr1:203460124-203682634	1	203460124	203682634	222510
chr1:203682634-203925840	chr1:203682634-203925840	1	203682634	203925840	243206
chr1:203925840-204153610	chr1:203925840-204153610	1	203925840	204153610	227770
chr1:204153610-204365509	chr1:204153610-204365509	1	204153610	204365509	211899
chr1:204365509-204584411	chr1:204365509-204584411	1	204365509	204584411	218902
chr1:204584411-204795434	chr1:204584411-204795434	1	204584411	204795434	211023
chr1:204795434-205002533	chr1:204795434-205002533	1	204795434	205002533	207099
chr1:205002533-205226281	chr1:205002533-205226281	1	205002533	205226281	223748
chr1:205226281-205450366	chr1:205226281-205450366	1	205226281	205450366	224085
chr1:205450366-205669365	chr1:205450366-205669365	1	205450366	205669365	218999
chr1:205669365-206399032	chr1:205669365-206399032	1	205669365	206399032	729667
chr1:206399032-206619897	chr1:206399032-206619897	1	206399032	206619897	220865
chr1:206619897-206833598	chr1:206619897-206833598	1	206619897	206833598	213701
chr1:206833598-207042067	chr1:206833598-207042067	1	206833598	207042067	208469
chr1:207042067-207265796	chr1:207042067-207265796	1	207042067	207265796	223729
chr1:207265796-207478173	chr1:207265796-207478173	1	207265796	207478173	212377
chr1:207478173-207772483	chr1:207478173-207772483	1	207478173	207772483	294310
chr1:207772483-207981776	chr1:207772483-207981776	1	207772483	207981776	209293
chr1:207981776-208186041	chr1:207981776-208186041	1	207981776	208186041	204265
chr1:208186041-208392829	chr1:208186041-208392829	1	208186041	208392829	206788
chr1:208392829-208601327	chr1:208392829-208601327	1	208392829	208601327	208498
chr1:208601327-208818249	chr1:208601327-208818249	1	208601327	208818249	216922
chr1:208818249-209036926	chr1:208818249-209036926	1	208818249	209036926	218677
chr1:209036926-209250557	chr1:209036926-209250557	1	209036926	209250557	213631
chr1:209250557-209465692	chr1:209250557-209465692	1	209250557	209465692	215135
chr1:209465692-209670641	chr1:209465692-209670641	1	209465692	209670641	204949
chr1:209670641-209881273	chr1:209670641-209881273	1	209670641	209881273	210632
chr1:209881273-210107392	chr1:209881273-210107392	1	209881273	210107392	226119
chr1:210107392-210328056	chr1:210107392-210328056	1	210107392	210328056	220664
chr1:210328056-210543809	chr1:210328056-210543809	1	210328056	210543809	215753
chr1:210543809-210757160	chr1:210543809-210757160	1	210543809	210757160	213351
chr1:210757160-210991187	chr1:210757160-210991187	1	210757160	210991187	234027
chr1:210991187-211230985	chr1:210991187-211230985	1	210991187	211230985	239798
chr1:211230985-211467581	chr1:211230985-211467581	1	211230985	211467581	236596
chr1:211467581-211689027	chr1:211467581-211689027	1	211467581	211689027	221446
chr1:211689027-211915848	chr1:211689027-211915848	1	211689027	211915848	226821
chr1:211915848-212137920	chr1:211915848-212137920	1	211915848	212137920	222072
chr1:212137920-212367047	chr1:212137920-212367047	1	212137920	212367047	229127
chr1:212367047-212589652	chr1:212367047-212589652	1	212367047	212589652	222605
chr1:212589652-212814437	chr1:212589652-212814437	1	212589652	212814437	224785
chr1:212814437-213051554	chr1:212814437-213051554	1	212814437	213051554	237117
chr1:213051554-213278721	chr1:213051554-213278721	1	213051554	213278721	227167
chr1:213278721-213492441	chr1:213278721-213492441	1	213278721	213492441	213720
chr1:213492441-213714764	chr1:213492441-213714764	1	213492441	213714764	222323
chr1:213714764-213921574	chr1:213714764-213921574	1	213714764	213921574	206810
chr1:213921574-214129083	chr1:213921574-214129083	1	213921574	214129083	207509
chr1:214129083-214339464	chr1:214129083-214339464	1	214129083	214339464	210381
chr1:214339464-214553643	chr1:214339464-214553643	1	214339464	214553643	214179
chr1:214553643-214777692	chr1:214553643-214777692	1	214553643	214777692	224049
chr1:214777692-214994344	chr1:214777692-214994344	1	214777692	214994344	216652
chr1:214994344-215206268	chr1:214994344-215206268	1	214994344	215206268	211924
chr1:215206268-215422317	chr1:215206268-215422317	1	215206268	215422317	216049
chr1:215422317-215641312	chr1:215422317-215641312	1	215422317	215641312	218995
chr1:215641312-215856474	chr1:215641312-215856474	1	215641312	215856474	215162
chr1:215856474-216070597	chr1:215856474-216070597	1	215856474	216070597	214123
chr1:216070597-216281602	chr1:216070597-216281602	1	216070597	216281602	211005
chr1:216281602-216496135	chr1:216281602-216496135	1	216281602	216496135	214533
chr1:216496135-216700437	chr1:216496135-216700437	1	216496135	216700437	204302
chr1:216700437-216906831	chr1:216700437-216906831	1	216700437	216906831	206394
chr1:216906831-217112684	chr1:216906831-217112684	1	216906831	217112684	205853
chr1:217112684-217323197	chr1:217112684-217323197	1	217112684	217323197	210513
chr1:217323197-217541419	chr1:217323197-217541419	1	217323197	217541419	218222
chr1:217541419-217762301	chr1:217541419-217762301	1	217541419	217762301	220882
chr1:217762301-217971293	chr1:217762301-217971293	1	217762301	217971293	208992
chr1:217971293-218188212	chr1:217971293-218188212	1	217971293	218188212	216919
chr1:218188212-218400771	chr1:218188212-218400771	1	218188212	218400771	212559
chr1:218400771-218621412	chr1:218400771-218621412	1	218400771	218621412	220641
chr1:218621412-218837286	chr1:218621412-218837286	1	218621412	218837286	215874
chr1:218837286-219045031	chr1:218837286-219045031	1	218837286	219045031	207745
chr1:219045031-219256740	chr1:219045031-219256740	1	219045031	219256740	211709
chr1:219256740-219467866	chr1:219256740-219467866	1	219256740	219467866	211126
chr1:219467866-219695260	chr1:219467866-219695260	1	219467866	219695260	227394
chr1:219695260-219932138	chr1:219695260-219932138	1	219695260	219932138	236878
chr1:219932138-220163791	chr1:219932138-220163791	1	219932138	220163791	231653
chr1:220163791-220382081	chr1:220163791-220382081	1	220163791	220382081	218290
chr1:220382081-220597740	chr1:220382081-220597740	1	220382081	220597740	215659
chr1:220597740-220818456	chr1:220597740-220818456	1	220597740	220818456	220716
chr1:220818456-221031141	chr1:220818456-221031141	1	220818456	221031141	212685
chr1:221031141-221247335	chr1:221031141-221247335	1	221031141	221247335	216194
chr1:221247335-221465593	chr1:221247335-221465593	1	221247335	221465593	218258
chr1:221465593-221675696	chr1:221465593-221675696	1	221465593	221675696	210103
chr1:221675696-221881323	chr1:221675696-221881323	1	221675696	221881323	205627
chr1:221881323-222103102	chr1:221881323-222103102	1	221881323	222103102	221779
chr1:222103102-222318994	chr1:222103102-222318994	1	222103102	222318994	215892
chr1:222318994-222581915	chr1:222318994-222581915	1	222318994	222581915	262921
chr1:222581915-222799731	chr1:222581915-222799731	1	222581915	222799731	217816
chr1:222799731-223022880	chr1:222799731-223022880	1	222799731	223022880	223149
chr1:223022880-223245882	chr1:223022880-223245882	1	223022880	223245882	223002
chr1:223245882-223476283	chr1:223245882-223476283	1	223245882	223476283	230401
chr1:223476283-224093800	chr1:223476283-224093800	1	223476283	224093800	617517
chr1:224093800-224339444	chr1:224093800-224339444	1	224093800	224339444	245644
chr1:224339444-224564098	chr1:224339444-224564098	1	224339444	224564098	224654
chr1:224564098-224775556	chr1:224564098-224775556	1	224564098	224775556	211458
chr1:224775556-225004910	chr1:224775556-225004910	1	224775556	225004910	229354
chr1:225004910-225256238	chr1:225004910-225256238	1	225004910	225256238	251328
chr1:225256238-225479895	chr1:225256238-225479895	1	225256238	225479895	223657
chr1:225479895-225701246	chr1:225479895-225701246	1	225479895	225701246	221351
chr1:225701246-225936248	chr1:225701246-225936248	1	225701246	225936248	235002
chr1:225936248-226176699	chr1:225936248-226176699	1	225936248	226176699	240451
chr1:226176699-226405730	chr1:226176699-226405730	1	226176699	226405730	229031
chr1:226405730-226623320	chr1:226405730-226623320	1	226405730	226623320	217590
chr1:226623320-226840801	chr1:226623320-226840801	1	226623320	226840801	217481
chr1:226840801-227064710	chr1:226840801-227064710	1	226840801	227064710	223909
chr1:227064710-227283332	chr1:227064710-227283332	1	227064710	227283332	218622
chr1:227283332-227521124	chr1:227283332-227521124	1	227283332	227521124	237792
chr1:227521124-227755001	chr1:227521124-227755001	1	227521124	227755001	233877
chr1:227755001-227988212	chr1:227755001-227988212	1	227755001	227988212	233211
chr1:227988212-228200439	chr1:227988212-228200439	1	227988212	228200439	212227
chr1:228200439-228409139	chr1:228200439-228409139	1	228200439	228409139	208700
chr1:228409139-228731605	chr1:228409139-228731605	1	228409139	228731605	322466
chr1:228731605-228941899	chr1:228731605-228941899	1	228731605	228941899	210294
chr1:228941899-229155089	chr1:228941899-229155089	1	228941899	229155089	213190
chr1:229155089-229377305	chr1:229155089-229377305	1	229155089	229377305	222216
chr1:229377305-229607069	chr1:229377305-229607069	1	229377305	229607069	229764
chr1:229607069-229822811	chr1:229607069-229822811	1	229607069	229822811	215742
chr1:229822811-230034242	chr1:229822811-230034242	1	229822811	230034242	211431
chr1:230034242-230242368	chr1:230034242-230242368	1	230034242	230242368	208126
chr1:230242368-230456149	chr1:230242368-230456149	1	230242368	230456149	213781
chr1:230456149-230680939	chr1:230456149-230680939	1	230456149	230680939	224790
chr1:230680939-230891306	chr1:230680939-230891306	1	230680939	230891306	210367
chr1:230891306-231110036	chr1:230891306-231110036	1	230891306	231110036	218730
chr1:231110036-231329453	chr1:231110036-231329453	1	231110036	231329453	219417
chr1:231329453-231551599	chr1:231329453-231551599	1	231329453	231551599	222146
chr1:231551599-231776781	chr1:231551599-231776781	1	231551599	231776781	225182
chr1:231776781-231999860	chr1:231776781-231999860	1	231776781	231999860	223079
chr1:231999860-232221356	chr1:231999860-232221356	1	231999860	232221356	221496
chr1:232221356-232435484	chr1:232221356-232435484	1	232221356	232435484	214128
chr1:232435484-232643683	chr1:232435484-232643683	1	232435484	232643683	208199
chr1:232643683-232860808	chr1:232643683-232860808	1	232643683	232860808	217125
chr1:232860808-233075089	chr1:232860808-233075089	1	232860808	233075089	214281
chr1:233075089-233287869	chr1:233075089-233287869	1	233075089	233287869	212780
chr1:233287869-233502589	chr1:233287869-233502589	1	233287869	233502589	214720
chr1:233502589-233716435	chr1:233502589-233716435	1	233502589	233716435	213846
chr1:233716435-233941414	chr1:233716435-233941414	1	233716435	233941414	224979
chr1:233941414-234160854	chr1:233941414-234160854	1	233941414	234160854	219440
chr1:234160854-234376129	chr1:234160854-234376129	1	234160854	234376129	215275
chr1:234376129-234593886	chr1:234376129-234593886	1	234376129	234593886	217757
chr1:234593886-234833136	chr1:234593886-234833136	1	234593886	234833136	239250
chr1:234833136-235049458	chr1:234833136-235049458	1	234833136	235049458	216322
chr1:235049458-235305248	chr1:235049458-235305248	1	235049458	235305248	255790
chr1:235305248-235551879	chr1:235305248-235551879	1	235305248	235551879	246631
chr1:235551879-235775384	chr1:235551879-235775384	1	235551879	235775384	223505
chr1:235775384-236000294	chr1:235775384-236000294	1	235775384	236000294	224910
chr1:236000294-236231145	chr1:236000294-236231145	1	236000294	236231145	230851
chr1:236231145-236463972	chr1:236231145-236463972	1	236231145	236463972	232827
chr1:236463972-236685723	chr1:236463972-236685723	1	236463972	236685723	221751
chr1:236685723-236901063	chr1:236685723-236901063	1	236685723	236901063	215340
chr1:236901063-237133260	chr1:236901063-237133260	1	236901063	237133260	232197
chr1:237133260-237349866	chr1:237133260-237349866	1	237133260	237349866	216606
chr1:237349866-237563402	chr1:237349866-237563402	1	237349866	237563402	213536
chr1:237563402-237778662	chr1:237563402-237778662	1	237563402	237778662	215260
chr1:237778662-237995021	chr1:237778662-237995021	1	237778662	237995021	216359
chr1:237995021-238217491	chr1:237995021-238217491	1	237995021	238217491	222470
chr1:238217491-238433748	chr1:238217491-238433748	1	238217491	238433748	216257
chr1:238433748-238645870	chr1:238433748-238645870	1	238433748	238645870	212122
chr1:238645870-238861022	chr1:238645870-238861022	1	238645870	238861022	215152
chr1:238861022-239074398	chr1:238861022-239074398	1	238861022	239074398	213376
chr1:239074398-239289006	chr1:239074398-239289006	1	239074398	239289006	214608
chr1:239289006-239499378	chr1:239289006-239499378	1	239289006	239499378	210372
chr1:239499378-239722748	chr1:239499378-239722748	1	239499378	239722748	223370
chr1:239722748-239932078	chr1:239722748-239932078	1	239722748	239932078	209330
chr1:239932078-240151788	chr1:239932078-240151788	1	239932078	240151788	219710
chr1:240151788-240368050	chr1:240151788-240368050	1	240151788	240368050	216262
chr1:240368050-240585436	chr1:240368050-240585436	1	240368050	240585436	217386
chr1:240585436-240814597	chr1:240585436-240814597	1	240585436	240814597	229161
chr1:240814597-241034415	chr1:240814597-241034415	1	240814597	241034415	219818
chr1:241034415-241250143	chr1:241034415-241250143	1	241034415	241250143	215728
chr1:241250143-241469300	chr1:241250143-241469300	1	241250143	241469300	219157
chr1:241469300-241678859	chr1:241469300-241678859	1	241469300	241678859	209559
chr1:241678859-241898291	chr1:241678859-241898291	1	241678859	241898291	219432
chr1:241898291-242141905	chr1:241898291-242141905	1	241898291	242141905	243614
chr1:242141905-242429444	chr1:242141905-242429444	1	242141905	242429444	287539
chr1:242429444-242656758	chr1:242429444-242656758	1	242429444	242656758	227314
chr1:242656758-243322776	chr1:242656758-243322776	1	242656758	243322776	666018
chr1:243322776-243531499	chr1:243322776-243531499	1	243322776	243531499	208723
chr1:243531499-243746856	chr1:243531499-243746856	1	243531499	243746856	215357
chr1:243746856-243966948	chr1:243746856-243966948	1	243746856	243966948	220092
chr1:243966948-244176061	chr1:243966948-244176061	1	243966948	244176061	209113
chr1:244176061-244396876	chr1:244176061-244396876	1	244176061	244396876	220815
chr1:244396876-244629331	chr1:244396876-244629331	1	244396876	244629331	232455
chr1:244629331-244861415	chr1:244629331-244861415	1	244629331	244861415	232084
chr1:244861415-245090744	chr1:244861415-245090744	1	244861415	245090744	229329
chr1:245090744-245317535	chr1:245090744-245317535	1	245090744	245317535	226791
chr1:245317535-245536937	chr1:245317535-245536937	1	245317535	245536937	219402
chr1:245536937-245758880	chr1:245536937-245758880	1	245536937	245758880	221943
chr1:245758880-245978897	chr1:245758880-245978897	1	245758880	245978897	220017
chr1:245978897-246192720	chr1:245978897-246192720	1	245978897	246192720	213823
chr1:246192720-246421471	chr1:246192720-246421471	1	246192720	246421471	228751
chr1:246421471-246652235	chr1:246421471-246652235	1	246421471	246652235	230764
chr1:246652235-246889677	chr1:246652235-246889677	1	246652235	246889677	237442
chr1:246889677-247137213	chr1:246889677-247137213	1	246889677	247137213	247536
chr1:247137213-247368090	chr1:247137213-247368090	1	247137213	247368090	230877
chr1:247368090-247595036	chr1:247368090-247595036	1	247368090	247595036	226946
chr1:247595036-247826793	chr1:247595036-247826793	1	247595036	247826793	231757
chr1:247826793-248070840	chr1:247826793-248070840	1	247826793	248070840	244047
chr2:0-237132	chr2:0-237132	2	0	237132	237132
chr2:237132-454246	chr2:237132-454246	2	237132	454246	217114
chr2:454246-660287	chr2:454246-660287	2	454246	660287	206041
chr2:660287-884731	chr2:660287-884731	2	660287	884731	224444
chr2:884731-1099961	chr2:884731-1099961	2	884731	1099961	215230
chr2:1099961-1320668	chr2:1099961-1320668	2	1099961	1320668	220707
chr2:1320668-1553114	chr2:1320668-1553114	2	1320668	1553114	232446
chr2:1553114-1777751	chr2:1553114-1777751	2	1553114	1777751	224637
chr2:1777751-1987808	chr2:1777751-1987808	2	1777751	1987808	210057
chr2:1987808-2208032	chr2:1987808-2208032	2	1987808	2208032	220224
chr2:2208032-2421328	chr2:2208032-2421328	2	2208032	2421328	213296
chr2:2421328-2631234	chr2:2421328-2631234	2	2421328	2631234	209906
chr2:2631234-2843310	chr2:2631234-2843310	2	2631234	2843310	212076
chr2:2843310-3054933	chr2:2843310-3054933	2	2843310	3054933	211623
chr2:3054933-3272965	chr2:3054933-3272965	2	3054933	3272965	218032
chr2:3272965-3493408	chr2:3272965-3493408	2	3272965	3493408	220443
chr2:3493408-3722696	chr2:3493408-3722696	2	3493408	3722696	229288
chr2:3722696-3949058	chr2:3722696-3949058	2	3722696	3949058	226362
chr2:3949058-4170114	chr2:3949058-4170114	2	3949058	4170114	221056
chr2:4170114-4382555	chr2:4170114-4382555	2	4170114	4382555	212441
chr2:4382555-4592151	chr2:4382555-4592151	2	4382555	4592151	209596
chr2:4592151-4815839	chr2:4592151-4815839	2	4592151	4815839	223688
chr2:4815839-5034280	chr2:4815839-5034280	2	4815839	5034280	218441
chr2:5034280-5245391	chr2:5034280-5245391	2	5034280	5245391	211111
chr2:5245391-5456216	chr2:5245391-5456216	2	5245391	5456216	210825
chr2:5456216-5686341	chr2:5456216-5686341	2	5456216	5686341	230125
chr2:5686341-5898929	chr2:5686341-5898929	2	5686341	5898929	212588
chr2:5898929-6106238	chr2:5898929-6106238	2	5898929	6106238	207309
chr2:6106238-6318108	chr2:6106238-6318108	2	6106238	6318108	211870
chr2:6318108-6529646	chr2:6318108-6529646	2	6318108	6529646	211538
chr2:6529646-6735434	chr2:6529646-6735434	2	6529646	6735434	205788
chr2:6735434-6945300	chr2:6735434-6945300	2	6735434	6945300	209866
chr2:6945300-7154015	chr2:6945300-7154015	2	6945300	7154015	208715
chr2:7154015-7364131	chr2:7154015-7364131	2	7154015	7364131	210116
chr2:7364131-7572869	chr2:7364131-7572869	2	7364131	7572869	208738
chr2:7572869-7781588	chr2:7572869-7781588	2	7572869	7781588	208719
chr2:7781588-7992437	chr2:7781588-7992437	2	7781588	7992437	210849
chr2:7992437-8207683	chr2:7992437-8207683	2	7992437	8207683	215246
chr2:8207683-8414400	chr2:8207683-8414400	2	8207683	8414400	206717
chr2:8414400-8622664	chr2:8414400-8622664	2	8414400	8622664	208264
chr2:8622664-8832013	chr2:8622664-8832013	2	8622664	8832013	209349
chr2:8832013-9057670	chr2:8832013-9057670	2	8832013	9057670	225657
chr2:9057670-9277021	chr2:9057670-9277021	2	9057670	9277021	219351
chr2:9277021-9493765	chr2:9277021-9493765	2	9277021	9493765	216744
chr2:9493765-9722122	chr2:9493765-9722122	2	9493765	9722122	228357
chr2:9722122-9947250	chr2:9722122-9947250	2	9722122	9947250	225128
chr2:9947250-10171243	chr2:9947250-10171243	2	9947250	10171243	223993
chr2:10171243-10385705	chr2:10171243-10385705	2	10171243	10385705	214462
chr2:10385705-10601950	chr2:10385705-10601950	2	10385705	10601950	216245
chr2:10601950-10831742	chr2:10601950-10831742	2	10601950	10831742	229792
chr2:10831742-11049001	chr2:10831742-11049001	2	10831742	11049001	217259
chr2:11049001-11272784	chr2:11049001-11272784	2	11049001	11272784	223783
chr2:11272784-11495647	chr2:11272784-11495647	2	11272784	11495647	222863
chr2:11495647-11708948	chr2:11495647-11708948	2	11495647	11708948	213301
chr2:11708948-11931413	chr2:11708948-11931413	2	11708948	11931413	222465
chr2:11931413-12144021	chr2:11931413-12144021	2	11931413	12144021	212608
