gene	gene_start	gene_end	CHROM	gene_length
1470	ANKRD20A12P	142697421	142713605	1	16184
1471	LOC102723769	143134603	143202239	1	67636
1472	RNVU1-1	143647014	143647177	1	163
1473	MIR6077	143672921	143673002	1	81
1474	LOC100132057	143687127	143717173	1	30046
1475	RNVU1-3	143687359	143687519	1	160
1476	LINC01138	143717588	143744519	1	26931
1477	PPIAL4G	143767144	143767881	1	737
1478	FAM72D	143896452	143914847	1	18395
1479	FAM72C	143896525	143914673	1	18148
1480	NBPF20	144146811	146467744	1	2320933
1481	NBPF19	144146812	146467744	1	2320932
1482	LOC105369199	144280040	144290327	1	10287
1483	RNVU1-4	144311213	144311376	1	163
1484	LOC100996720	144339862	144340635	1	773
1485	PPIAL4C	144363462	144364246	1	784
1486	PPIAL4A	144363587	144364246	1	659
1487	NBPF8	144593688	144832249	1	238561
1488	PFN1P2	144610815	144612719	1	1904
1489	NBPF9	144614959	145370304	1	755345
1490	LOC653513	144676437	144680025	1	3588
1491	LOC100996724	144832209	145039963	1	207754
1492	PDE4DIP	144851427	145075933	1	224506
1493	SEC22B3P	145092396	145122189	1	29793
1494	SEC22B	145096408	145122048	1	25640
1495	NOTCH2NLA	145209113	145286270	1	77157
1496	NOTCH2NLB	145209123	145289312	1	80189
1497	NBPF10	145293371	146467743	1	1174372
1498	LINC01719	145376206	145382404	1	6198
1499	RNVU1-6	145382757	145382920	1	163
1500	HJV	145413191	145417545	1	4354
1501	TXNIP	145438490	145442628	1	4138
1502	POLR3GL	145456236	145470408	1	14172
1503	ANKRD34A	145470515	145475647	1	5132
1504	LIX1L	145477069	145501670	1	24601
1505	LIX1L-AS1	145493884	145508262	1	14378
1506	RBM8A	145507557	145513535	1	5978
1507	GNRHR2	145509752	145516076	1	6324
1508	PEX11B	145516165	145523732	1	7567
1509	ITGA10	145524891	145543868	1	18977
1510	ANKRD35	145549209	145568526	1	19317
1511	PIAS3	145575988	145586546	1	10558
1512	MIR6736	145584423	145584481	1	58
1513	NUDT17	145586115	145589438	1	3323
1514	POLR3C	145590667	145610913	1	20246
1515	RNF115	145611018	145696216	1	85198
1516	CD160	145695798	145715586	1	19788
1517	PDZK1	145727666	145764206	1	36540
1518	GPR89A	145764409	145827075	1	62666
1519	RNVU1-7	145969270	145969433	1	163
1520	LINC02805	146093157	146093859	1	702
1521	NBPF12	146373857	146467639	1	93782
1522	LOC728989	146490895	146514599	1	23704
1523	RNVU1-8	146556163	146556303	1	140
1524	NBPF13P	146571066	146585928	1	14862
1525	PRKAB2	146626685	146644049	1	17364
1526	CHD1L	146644326	146767443	1	123117
1527	PDIA3P1	146649430	146651528	1	2098
1528	FMO5	146655884	146697230	1	41346
1529	LINC00624	146853914	146989699	1	135785
1530	BCL9	147013271	147098015	1	84744
1531	ACP6	147114029	147142646	1	28617
1532	GJA5	147228332	147245466	1	17134
1533	GJA8	147374921	147381395	1	6474
1534	GPR89B	147400487	147465824	1	65337
1535	PDZK1P1	147466094	147487188	1	21094
1536	PDE4DIPP1	147521553	147567054	1	45501
1537	NBPF11	147574323	147624560	1	50237
1538	LOC101927468	147680370	147719342	1	38972
1539	MIR5087	147806603	147806678	1	75
1540	LOC100996740	147930936	148176920	1	245984
1541	PPIAL4H	147952963	147955536	1	2573
1542	RNVU1-19	147994146	147994313	1	167
1543	NBPF26	148002926	148346791	1	343865
1544	PPIAL4F	148201752	148202536	1	784
1545	RNVU1-14	148241465	148241628	1	163
1546	NBPF14	148250249	148346756	1	96507
1547	NBPF25P	148250250	149109725	1	859475
1548	NBPF15	148558188	148596267	1	38079
1549	RNVU1-15	148604908	148605072	1	164
1550	PPIAL4E	148806015	148806799	1	784
1551	LOC105371215	148864657	148866653	1	1996
1552	LOC101927429	148876040	148902123	1	26083
1553	LOC101060524	148901845	148904054	1	2209
1554	LSP1P5	148928313	148951595	1	23282
1555	RNVU1-17	149194106	149194269	1	163
1556	LOC105369140	149239486	149251314	1	11828
1557	LOC644634	149288235	149291742	1	3507
1558	H2BP2	149341469	149399226	1	57757
1559	H3P4	149341473	149785251	1	443778
1560	FCGR1CP	149369294	149378303	1	9009
1561	H3-2	149396962	149400553	1	3591
1562	LINC00623	149575482	149619134	1	43652
1563	LINC00869	149576161	149651107	1	74946
1564	LINC01145	149576281	149677285	1	101004
1565	RNVU1-20	149605917	149606079	1	162
1566	LOC101929798	149649060	149719362	1	70302
1567	H2BC18	149754245	149783928	1	29683
1568	FCGR1A	149754250	149764074	1	9824
1569	H3C13	149784780	149785236	1	456
1570	H4C14	149804221	149804616	1	395
1571	H3C14	149812259	149812765	1	506
1572	H2AC18	149813785	149814318	1	533
1573	H2BC20P	149821759	149822340	1	581
1574	H2BC21	149856010	149858232	1	2222
1575	H2AC20	149858525	149858961	1	436
1576	H2AC21	149859019	149859466	1	447
1577	BOLA1	149871121	149872348	1	1227
1578	SV2A	149874872	149889396	1	14524
1579	SF3B4	149895209	149899695	1	4486
1580	MTMR11	149900543	149908772	1	8229
1581	OTUD7B	149909705	149982675	1	72970
1582	VPS45	150039439	150117507	1	78068
1583	PLEKHO1	150121624	150132260	1	10636
1584	LOC105371433	150132926	150153463	1	20537
1585	ANP32E	150190717	150208460	1	17743
1586	CA14	150230169	150237478	1	7309
1587	SNORD13C	150234093	150234196	1	103
1588	APH1A	150237799	150241609	1	3810
1589	C1orf54	150244687	150253335	1	8648
1590	CIART	150254964	150259504	1	4540
1591	MRPS21	150266262	150281414	1	15152
1592	PRPF3	150293917	150325704	1	31787
1593	RPRD2	150336587	150449041	1	112454
1594	TARS2	150459895	150480078	1	20183
1595	MIR6878	150464821	150464886	1	65
1596	ECM1	150480585	150486265	1	5680
1597	FALEC	150488233	150490508	1	2275
1598	ADAMTSL4	150521845	150533412	1	11567
1599	MIR4257	150524405	150524490	1	85
1600	ADAMTSL4-AS1	150533371	150547028	1	13657
1601	MCL1	150547027	150552214	1	5187
1602	ENSA	150593722	150602088	1	8366
1603	GOLPH3L	150618706	150669630	1	50924
1604	HORMAD1	150670536	150693371	1	22835
1605	CTSS	150702664	150738254	1	35590
1606	CTSK	150768684	150780736	1	12052
1607	ARNT	150782190	150849075	1	66885
1608	CTXND2	150859729	150884988	1	25259
1609	SETDB1	150898739	150937213	1	38474
1610	CERS2	150937649	150947479	1	9830
1611	ANXA9	150954768	150968109	1	13341
1612	MINDY1	150969012	150980869	1	11857
1613	PRUNE1	150980925	151008189	1	27264
1614	BNIPL	151009062	151020196	1	11134
1615	C1orf56	151020227	151023871	1	3644
1616	CDC42SE1	151023447	151032125	1	8678
1617	MLLT11	151032873	151042020	1	9147
1618	GABPB2	151043237	151098018	1	54781
1619	SEMA6C	151104163	151119107	1	14944
1620	TNFAIP8L2	151129125	151132225	1	3100
1621	TNFAIP8L2-SCNM1	151129125	151142772	1	13647
1622	LYSMD1	151132224	151138378	1	6154
1623	SCNM1	151138620	151142772	1	4152
1624	TMOD4	151142463	151148457	1	5994
1625	VPS72	151148780	151162673	1	13893
1626	PIP5K1A	151171028	151222007	1	50979
1627	PSMD4	151227210	151239936	1	12726
1628	ZNF687-AS1	151252500	151254405	1	1905
1629	ZNF687	151253998	151264648	1	10650
1630	PI4KB	151264273	151300191	1	35918
1631	RFX5	151313116	151319769	1	6653
1632	GBAT2	151319486	151320367	1	881
1633	SELENBP1	151336780	151345181	1	8401
1634	PSMB4	151372049	151374413	1	2364
1635	POGZ	151375200	151431970	1	56770
1636	CGN	151483863	151511167	1	27304
1637	TUFT1	151512785	151556059	1	43274
1638	MIR554	151518272	151518367	1	95
1639	SNX27	151584526	151671556	1	87030
1640	CELF3	151672534	151689279	1	16745
1641	RIIAD1	151693998	151702281	1	8283
1642	MRPL9	151732123	151735972	1	3849
1643	OAZ3	151735445	151743806	1	8361
1644	TDRKH	151744044	151762976	1	18932
1645	TDRKH-AS1	151763225	151766878	1	3653
1646	LINGO4	151772740	151777895	1	5155
1647	RORC	151778547	151804278	1	25731
1648	C2CD4D	151810339	151813033	1	2694
1649	C2CD4D-AS1	151810753	151824011	1	13258
1650	THEM5	151819577	151826188	1	6611
1651	THEM4	151843343	151881987	1	38644
1652	S100A10	151955392	151966335	1	10943
1653	NBPF18P	151990754	151994985	1	4231
1654	S100A11	152004982	152009480	1	4498
1655	LOC100131107	152051889	152053400	1	1511
1656	TCHHL1	152056617	152061540	1	4923
1657	TCHH	152078793	152087930	1	9137
1658	RPTN	152126071	152131704	1	5633
1659	HRNR	152184552	152196672	1	12120
1660	FLG	152274641	152297715	1	23074
1661	FLG-AS1	152285935	152339168	1	53233
1662	FLG2	152321211	152332482	1	11271
1663	CRNN	152381719	152386739	1	5020
1664	LCE5A	152483279	152484653	1	1374
1665	CRCT1	152486958	152488484	1	1526
1666	LCE3E	152538130	152539256	1	1126
1667	LCE3D	152551857	152552992	1	1135
1668	LCE3C	152572710	152573562	1	852
1669	LCE3B	152586287	152586574	1	287
1670	LCE3A	152595310	152595579	1	269
1671	LINC00302	152627953	152629280	1	1327
1672	LCE2D	152635856	152637135	1	1279
1673	LCE2C	152647791	152649049	1	1258
1674	LCE2B	152658599	152659873	1	1274
1675	LCE2A	152670821	152671918	1	1097
1676	LCE4A	152681523	152681910	1	387
1677	C1orf68	152691998	152692946	1	948
1678	KPRP	152730501	152734528	1	4027
1679	LCE1F	152748848	152749445	1	597
1680	LCE1E	152758733	152760901	1	2168
1681	LCE1D	152769197	152770657	1	1460
1682	LCE1C	152777308	152779127	1	1819
1683	LCE1B	152784447	152785584	1	1137
1684	LCE1A	152799949	152800573	1	624
1685	LCE6A	152815332	152816459	1	1127
1686	SMCP	152850798	152857523	1	6725
1687	IVL	152881021	152884362	1	3341
1688	SPRR4	152943124	152945049	1	1925
1689	SPRR1A	152956557	152958290	1	1733
1690	SPRR3	152974223	152976332	1	2109
1691	SPRR1B	153003679	153005376	1	1697
1692	SPRR2D	153012208	153013596	1	1388
1693	SPRR2A	153028596	153029988	1	1392
1694	SPRR2B	153042704	153044087	1	1383
1695	SPRR2E	153065611	153067002	1	1391
1696	SPRR2F	153084597	153085992	1	1395
1697	SPRR2C	153112594	153113969	1	1375
1698	SPRR2G	153122058	153123366	1	1308
1699	LOC101928009	153146994	153164152	1	17158
1700	LELP1	153175906	153177596	1	1690
1701	PRR9	153190060	153191786	1	1726
1702	LORICRIN	153232163	153234600	1	2437
1703	PGLYRP3	153270338	153283194	1	12856
1704	PGLYRP4	153302597	153321317	1	18720
1705	S100A9	153330330	153333499	1	3169
1706	S100A12	153346189	153348097	1	1908
1707	S100A8	153362508	153395059	1	32551
1708	S100A7A	153388996	153395698	1	6702
1709	S100A7	153430220	153433127	1	2907
1710	S100A6	153507075	153508467	1	1392
1711	S100A5	153509623	153514241	1	4618
1712	S100A4	153516097	153518282	1	2185
1713	LOC101928034	153518218	153524245	1	6027
1714	S100A3	153519805	153521734	1	1929
1715	S100A2	153533585	153538320	1	4735
1716	S100A16	153579363	153585613	1	6250
1717	S100A14	153586732	153588801	1	2069
1718	S100A13	153591275	153606837	1	15562
1719	S100A1	153600910	153604515	1	3605
1720	CHTOP	153606458	153618782	1	12324
1721	SNAPIN	153631130	153634328	1	3198
1722	ILF2	153634264	153643504	1	9240
1723	NPR1	153651164	153666468	1	15304
1724	MIR8083	153662181	153662269	1	88
1725	INTS3	153700526	153747284	1	46758
1726	SLC27A3	153747883	153752636	1	4753
1727	LOC343052	153766423	153768778	1	2355
1728	GATAD2B	153777203	153895448	1	118245
1729	DENND4B	153901977	153919194	1	17217
1730	CRTC2	153920152	153931088	1	10936
1731	SLC39A1	153931575	153940660	1	9085
1732	MIR6737	153934827	153934896	1	69
1733	CREB3L4	153940378	153946834	1	6456
1734	JTB	153946745	153950150	1	3405
1735	RAB13	153954081	153958815	1	4734
1736	RPS27	153963231	153964631	1	1400
1737	NUP210L	153965168	154127592	1	162424
1738	MIR5698	154076997	154077068	1	71
1739	TPM3	154127784	154164576	1	36792
1740	MIR190B	154166141	154166219	1	78
1741	C1orf189	154171562	154178809	1	7247
1742	C1orf43	154179198	154193066	1	13868
1743	UBAP2L	154193325	154243986	1	50661
1744	SNORA58B	154232203	154232338	1	135
1745	HAX1	154245105	154248351	1	3246
1746	AQP10	154293569	154297801	1	4232
1747	ATP8B2	154298001	154323780	1	25779
1748	IL6R-AS1	154374799	154379040	1	4241
1749	IL6R	154377819	154441926	1	64107
1750	SHE	154451959	154474888	1	22929
1751	TDRD10	154474695	154520623	1	45928
1752	UBE2Q1	154521053	154531138	1	10085
1753	UBE2Q1-AS1	154526085	154527504	1	1419
1754	CHRNB2	154540254	154552486	1	12232
1755	ADAR	154554534	154600473	1	45939
1756	KCNN3	154669934	154842757	1	172823
1757	PMVK	154897216	154915134	1	17918
1758	PBXIP1	154916559	154928575	1	12016
1759	PYGO2	154929502	154934258	1	4756
1760	LOC101928120	154933947	154935101	1	1154
1761	SHC1	154934774	154946852	1	12078
1762	CKS1B	154947118	154951725	1	4607
1763	MIR4258	154948169	154948259	1	90
1764	FLAD1	154955820	154965587	1	9767
1765	LENEP	154966062	154966797	1	735
1766	ZBTB7B	154975106	154991001	1	15895
1767	DCST2	154991003	155006257	1	15254
1768	DCST1	155006282	155023406	1	17124
1769	DCST1-AS1	155017668	155036467	1	18799
1770	ADAM15	155023792	155035251	1	11459
1771	EFNA4	155036216	155042029	1	5813
1772	EFNA3	155051313	155060014	1	8701
1773	EFNA1	155100352	155107375	1	7023
1774	SLC50A1	155107851	155111329	1	3478
1775	DPM3	155112367	155113007	1	640
1776	KRTCAP2	155141884	155145804	1	3920
1777	TRIM46	155146263	155157447	1	11184
1778	MUC1	155158300	155162706	1	4406
1779	MIR92B	155164968	155165063	1	95
1780	THBS3	155165379	155177772	1	12393
1781	MTX1	155178490	155183630	1	5140
1782	GBAP1	155183616	155197325	1	13709
1783	GBA	155204243	155214418	1	10175
1784	FAM189B	155216996	155225274	1	8278
1785	SCAMP3	155225772	155232151	1	6379
1786	CLK2	155232659	155243295	1	10636
1787	HCN3	155247254	155259639	1	12385
1788	PKLR	155259084	155271229	1	12145
1789	FDPS	155278539	155290457	1	11918
1790	RUSC1-AS1	155286645	155293967	1	7322
1791	RUSC1	155290685	155300905	1	10220
1792	ASH1L	155305059	155532594	1	227535
1793	MIR555	155316141	155316236	1	95
1794	POU5F1P4	155402971	155404053	1	1082
1795	ASH1L-AS1	155531833	155533735	1	1902
1796	MSTO1	155579961	155584758	1	4797
1797	YY1AP1	155629233	155658823	1	29590
1798	SCARNA26A	155648899	155649046	1	147
1799	DAP3	155658882	155708800	1	49918
1800	MSTO2P	155715559	155720479	1	4920
1801	GON4L	155719449	155829191	1	109742
1802	SCARNA26B	155753475	155753623	1	148
1803	SYT11	155829358	155854990	1	25632
1804	RIT1	155867599	155881140	1	13541
1805	KHDC4	155882836	155904204	1	21368
1806	SNORA80E	155889700	155889833	1	133
1807	SCARNA4	155895749	155895877	1	128
1808	RXFP4	155911480	155912625	1	1145
1809	ARHGEF2	155916630	155949351	1	32721
1810	MIR6738	155921064	155921127	1	63
1811	SSR2	155978839	155990742	1	11903
1812	UBQLN4	156005090	156023589	1	18499
1813	LAMTOR2	156024573	156028297	1	3724
1814	RAB25	156030951	156040295	1	9344
1815	MEX3A	156041804	156052256	1	10452
1816	LMNA	156052337	156107657	1	55320
1817	SEMA4A	156119735	156147542	1	27807
1818	SLC25A44	156163723	156182587	1	18864
1819	PMF1	156182779	156209868	1	27089
1820	PMF1-BGLAP	156182779	156213123	1	30344
1821	BGLAP	156211975	156213108	1	1133
1822	PAQR6	156213112	156217908	1	4796
1823	SMG5	156219015	156261289	1	42274
1824	TMEM79	156252704	156262234	1	9530
1825	GLMP	156262478	156265480	1	3002
1826	VHLL	156268415	156269428	1	1013
1827	CCT3	156278752	156308206	1	29454
1828	TSACC	156307105	156316785	1	9680
1829	RHBG	156339002	156355011	1	16009
1830	C1orf61	156374044	156399340	1	25296
1831	MIR9-1	156390133	156390221	1	88
1832	MEF2D	156433519	156470567	1	37048
1833	IQGAP3	156495197	156542357	1	47160
1834	TTC24	156551157	156557518	1	6361
1835	NAXE	156561568	156564091	1	2523
1836	GPATCH4	156564100	156571279	1	7179
1837	LOC101928177	156584534	156591720	1	7186
1838	HAPLN2	156589207	156595517	1	6310
1839	BCAN	156611909	156629320	1	17411
1840	NES	156638555	156647199	1	8644
1841	CRABP2	156669400	156675608	1	6208
1842	ISG20L2	156691683	156698558	1	6875
1843	RRNAD1	156698261	156706752	1	8491
1844	MRPL24	156707095	156710880	1	3785
1845	HDGF	156711901	156722240	1	10339
1846	PRCC	156737327	156770606	1	33279
1847	SH2D2A	156776035	156786640	1	10605
1848	NTRK1	156785542	156851642	1	66100
1849	INSRR	156809855	156828909	1	19054
1850	PEAR1	156863510	156886220	1	22710
1851	LRRC71	156890424	156902886	1	12462
1852	ARHGEF11	156904632	157015534	1	110902
1853	MIR765	156905923	156906036	1	113
1854	ETV3L	157061835	157069600	1	7765
1855	ETV3	157090983	157108187	1	17204
1856	CYCSP52	157098154	157098463	1	309
1857	FCRL5	157483167	157522305	1	39138
1858	FCRL4	157543538	157567875	1	24337
1859	FCRL3	157646271	157670559	1	24288
1860	FCRL2	157715523	157746922	1	31399
1861	FCRL1	157764194	157789910	1	25716
1862	CD5L	157796858	157811598	1	14740
1863	LOC105371458	157895757	157918861	1	23104
1864	KIRREL1	157963063	158070052	1	106989
1865	KIRREL1-IT1	157995340	158001888	1	6548
1866	LINC01704	158101834	158110430	1	8596
1867	CD1D	158147820	158154686	1	6866
1868	CD1A	158218126	158228058	1	9932
1869	CD1C	158259713	158264564	1	4851
1870	CD1B	158297745	158301321	1	3576
1871	CD1E	158323486	158327343	1	3857
1872	OR10T2	158368312	158369256	1	944
1873	OR10K2	158389718	158390656	1	938
1874	OR10K1	158435352	158436293	1	941
1875	OR10R2	158449668	158450675	1	1007
1876	OR6Y1	158516918	158517895	1	977
1877	OR6P1	158532441	158533394	1	953
1878	OR10X1	158548709	158549689	1	980
1879	OR10Z1	158576229	158577170	1	941
1880	SPTA1	158580494	158656505	1	76011
1881	OR6K2	158669369	158670486	1	1117
1882	OR6K3	158686958	158687905	1	947
1883	OR6K6	158724606	158725637	1	1031
1884	OR6N1	158735534	158736472	1	938
1885	OR6N2	158746472	158747425	1	953
1886	MNDA	158801141	158819292	1	18151
1887	PYHIN1	158901342	158946849	1	45507
1888	PYDC5	158969761	158970102	1	341
1889	IFI16	158969766	159024940	1	55174
1890	AIM2	159032274	159046691	1	14417
1891	CADM3	159141405	159173103	1	31698
1892	CADM3-AS1	159165775	159172212	1	6437
1893	ACKR1	159174665	159176290	1	1625
1894	FCER1A	159259504	159278014	1	18510
1895	OR10J3	159283460	159284449	1	989
1896	OR10J1	159367255	159410753	1	43498
1897	OR10J4	159401982	159403104	1	1122
1898	OR10J5	159504868	159505797	1	929
1899	APCS	159557616	159558655	1	1039
1900	CRP	159682079	159684379	1	2300
1901	DUSP23	159750752	159752333	1	1581
1902	FCRL6	159770302	159786047	1	15745
1903	SLAMF8	159796663	159807282	1	10619
1904	SNHG28	159804268	159824827	1	20559
1905	VSIG8	159824106	159832447	1	8341
1906	CFAP45	159842154	159869955	1	27801
1907	MIR4259	159869769	159869869	1	100
1908	TAGLN2	159887901	159895297	1	7396
1909	IGSF9	159896831	159915403	1	18572
1910	SLAMF9	159921282	159924027	1	2745
1911	LINC01133	159931014	159948876	1	17862
1912	PIGM	159994745	160001780	1	7035
1913	KCNJ10	160007257	160039950	1	32693
1914	KCNJ9	160051328	160060353	1	9025
1915	IGSF8	160061129	160068618	1	7489
1916	ATP1A2	160085549	160113374	1	27825
1917	ATP1A4	160121393	160156770	1	35377
1918	CASQ1	160160365	160171676	1	11311
1919	LOC729867	160171989	160178659	1	6670
1920	PEA15	160175174	160185162	1	9988
1921	DCAF8	160185510	160232339	1	46829
1922	LOC100287049	160231539	160232568	1	1029
1923	PEX19	160246599	160254941	1	8342
1924	COPA	160258384	160313040	1	54656
1925	SUMO1P3	160287055	160288260	1	1205
1926	NCSTN	160313173	160328739	1	15566
1927	NHLH1	160336861	160342636	1	5775
1928	VANGL2	160370354	160398460	1	28106
1929	SLAMF6	160454826	160493045	1	38219
1930	CD84	160510884	160549306	1	38422
1931	SLAMF1	160577890	160617101	1	39211
1932	CD48	160648536	160681612	1	33076
1933	SLAMF7	160708847	160724608	1	15761
1934	LY9	160765964	160798045	1	32081
1935	CD244	160799950	160832677	1	32727
1936	ITLN1	160846330	160854970	1	8640
1937	LOC101928372	160902255	160919712	1	17457
1938	ITLN2	160914815	160924599	1	9784
1939	F11R	160965001	160990942	1	25941
1940	TSTD1	161007422	161008754	1	1332
1941	USF1	161009041	161015767	1	6726
1942	ARHGAP30	161016736	161039681	1	22945
1943	NECTIN4	161040788	161059348	1	18560
1944	KLHDC9	161068151	161070136	1	1985
1945	PFDN2	161070351	161087827	1	17476
1946	NIT1	161087895	161095235	1	7340
1947	DEDD	161090769	161102478	1	11709
1948	LOC112543491	161104940	161107732	1	2792
1949	UFC1	161123768	161128646	1	4878
1950	USP21	161129290	161135509	1	6219
1951	PPOX	161136216	161141010	1	4794
1952	B4GALT3	161141100	161147758	1	6658
1953	ADAMTS4	161154092	161168844	1	14752
1954	NDUFS2	161169105	161184184	1	15079
1955	FCER1G	161185085	161189035	1	3950
1956	APOA2	161192082	161193418	1	1336
1957	TOMM40L	161195729	161200536	1	4807
1958	MIR5187	161196976	161197051	1	75
1959	NR1I3	161199456	161208000	1	8544
1960	PCP4L1	161228535	161255240	1	26705
1961	MPZ	161274525	161279758	1	5233
1962	SDHC	161284171	161345130	1	60959
1963	CFAP126	161334523	161337666	1	3143
1964	FCGR2A	161475247	161489619	1	14372
1965	HSPA6	161494330	161496683	1	2353
1966	FCGR3A	161511550	161520527	1	8977
1967	FCGR2C	161551129	161571010	1	19881
1968	HSPA7	161575849	161578341	1	2492
1969	FCGR3B	161592988	161601753	1	8765
1970	FCGR2B	161632905	161648444	1	15539
1971	RPL31P11	161653495	161655042	1	1547
1972	FCRLA	161677019	161684142	1	7123
1973	FCRLB	161691334	161697933	1	6599
1974	DUSP12	161719576	161727028	1	7452
1975	ATF6	161736110	161933860	1	197750
1976	OLFML2B	161952982	161994255	1	41273
1977	NOS1AP	162039481	162340265	1	300784
1978	MIR4654	162126897	162126972	1	75
1979	MIR556	162312336	162312430	1	94
1980	SPATA46	162342993	162346644	1	3651
1981	C1orf226	162348631	162356608	1	7977
1982	SH2D1B	162365058	162381926	1	16868
1983	UHMK1	162466964	162499419	1	32455
1984	UAP1	162531230	162569633	1	38403
1985	DDR2	162600653	162757195	1	156542
1986	HSD17B7	162760492	162782608	1	22116
1987	CCDC190	162824087	162838605	1	14518
1988	RGS4	163038396	163046592	1	8196
1989	RGS5	163112089	163291581	1	179492
1990	LOC101928404	163131465	163182813	1	51348
1991	NUF2	163291744	163325549	1	33805
1992	LOC100422212	163390860	163392981	1	2121
1993	PBX1	164528597	164855284	1	326687
1994	PBX1-AS1	164738353	164743878	1	5525
1995	LMX1A	165171104	165325952	1	154848
1996	RXRG	165370159	165414592	1	44433
1997	LRRC52-AS1	165446079	165551392	1	105313
1998	LRRC52	165513237	165533194	1	19957
1999	MGST3	165600471	165625372	1	24901
2000	ALDH9A1	165631449	165667900	1	36451
2001	LOC440700	165667987	165679199	1	11212
2002	TMCO1	165693528	165738159	1	44631
2003	TMCO1-AS1	165738166	165744685	1	6519
2004	UCK2	165796851	165880855	1	84004
2005	MIR3658	165877158	165877213	1	55
2006	FAM78B	166025155	166135992	1	110837
2007	MIR921	166123980	166124035	1	55
2008	LINC01675	166445009	166459276	1	14267
2009	FMO9P	166573153	166594473	1	21320
2010	POGK	166808712	166825583	1	16871
2011	TADA1	166825749	166845501	1	19752
2012	ILDR2	166877424	166944777	1	67353
2013	MAEL	166944819	166991449	1	46630
2014	GPA33	167022073	167059614	1	37541
2015	DUSP27	167063312	167098402	1	35090
2016	LINC01363	167144599	167165042	1	20443
2017	POU2F1	167190122	167396582	1	206460
2018	CD247	167399877	167487847	1	87970
2019	CREG1	167510251	167522999	1	12748
2020	RCSD1	167599430	167677933	1	78503
2021	MPZL1	167691219	167761156	1	69937
2022	ADCY10	167778623	167883372	1	104749
2023	MPC2	167885913	167906310	1	20397
2024	DCAF6	167905477	168045081	1	139604
2025	MIR1255B2	167967898	167967964	1	66
2026	GPR161	168048780	168106905	1	58125
2027	TIPRL	168148200	168171347	1	23147
2028	SFT2D2	168195242	168222259	1	27017
2029	ANKRD36BP1	168214819	168216668	1	1849
2030	TBX19	168250115	168283664	1	33549
2031	MIR557	168344762	168344859	1	97
2032	LOC100505918	168369427	168391894	1	22467
2033	LOC101928565	168433352	168464882	1	31530
2034	XCL2	168510006	168513235	1	3229
2035	XCL1	168545843	168551307	1	5464
2036	DPT	168664706	168698444	1	33738
2037	LINC00626	168756179	168762126	1	5947
2038	LINC00970	168873143	169056243	1	183100
2039	LOC101928596	169073362	169074144	1	782
2040	ATP1B1	169075928	169101957	1	26029
2041	NME7	169101768	169337201	1	235433
2042	BLZF1	169337117	169365780	1	28663
2043	CCDC181	169364108	169429907	1	65799
2044	SLC19A2	169433149	169455208	1	22059
2045	F5	169481189	169555719	1	74530
2046	SELP	169558088	169599362	1	41274
2047	SELL	169659808	169680761	1	20953
2048	SELE	169691781	169703220	1	11439
2049	METTL18	169761670	169764048	1	2378
2050	C1orf112	169764181	169823220	1	59039
2051	SCYL3	169818772	169863037	1	44265
2052	KIFAP3	169890470	170043879	1	153409
2053	METTL11B	170115188	170136923	1	21735
2054	MIR3119-2	170120519	170120603	1	84
2055	LINC01681	170143520	170210711	1	67191
2056	LINC01142	170240546	170253349	1	12803
2057	GORAB-AS1	170430458	170501750	1	71292
2058	GORAB	170501307	170522975	1	21668
2059	PRRX1	170633272	170708562	1	75290
2060	MROH9	170904612	171033906	1	129294
2061	FMO3	171060046	171086959	1	26913
2062	MIR1295A	171070869	171070947	1	78
2063	MIR1295B	171070880	171070939	1	59
2064	FMO6P	171106879	171130702	1	23823
2065	FMO2	171154347	171181822	1	27475
2066	FMO1	171217610	171255117	1	37507
2067	FMO4	171283322	171311223	1	27901
2068	TOP1P1	171308035	171310463	1	2428
2069	PRRC2C	171454669	171562650	1	107981
2070	MYOCOS	171588903	171596028	1	7125
2071	MYOC	171604557	171621828	1	17271
2072	VAMP4	171669303	171711205	1	41902
2073	EEF1AKNMT	171750800	171766856	1	16056
2074	DNM3	171810638	172387603	1	576965
2075	DNM3-IT1	171833332	171833827	1	495
2076	DNM3OS	172106019	172113975	1	7956
2077	MIR214	172107938	172108047	1	109
2078	MIR3120	172107948	172108028	1	80
2079	MIR199A2	172113675	172113784	1	109
2080	C1orf105	172389825	172437969	1	48144
2081	PIGC	172410597	172413209	1	2612
2082	SUCO	172501489	172580975	1	79486
2083	FASLG	172628148	172636012	1	7864
2084	TNFSF18	173010360	173020103	1	9743
2085	TNFSF4	173152870	173176470	1	23600
2086	LOC100506023	173204199	173446294	1	242095
2087	LOC101928673	173386928	173430501	1	43573
2088	PRDX6	173446474	173457954	1	11480
2089	SLC9C2	173469599	173572211	1	102612
2090	ANKRD45	173577475	173638990	1	61515
2091	TEX50	173604477	173606269	1	1792
2092	KLHL20	173684120	173755825	1	71705
2093	CENPL	173768688	173793777	1	25089
2094	DARS2	173793811	173827684	1	33873
2095	GAS5-AS1	173832386	173833080	1	694
2096	GAS5	173833037	173838020	1	4983
2097	SNORD81	173833284	173833360	1	76
2098	SNORD47	173833507	173833583	1	76
2099	SNORD80	173833971	173834041	1	70
2100	SNORD79	173834488	173834568	1	80
2101	SNORD78	173834760	173834824	1	64
2102	SNORD44	173835106	173835166	1	60
2103	SNORA103	173835343	173835428	1	85
